index,tweets,label
653,Chillo como mariquita :(  #TheWalkingDead #twdseason8  #Twd url,P
654,"Hombres:
Voy a mirarla a los ojos para que crea que le pongo atención.

Mujeres:
¿Será que es marica? ¿Por qué no me mira las tetas?",P
655,@julio_t9 @CARandDRIVER @Hennessey_Perf que marica,P
656,@Regia_Alexandra @Bere543210 Maricas Neoleoneses.. así como su Goberladron.. de a Apandejados.. url,P
657,"Me considero open mind, pero tengo mis límites, conocí a un tipo que dice ser no binario/queer, usa bigote y barba, usa tacones , botas de prosti, ropa de niñas, en verdad raya en lo ridículo, me causa intriga qué pasará por la mente de esas personas. 🤔",P
658,Otro joto obsesionado con su peso. Wurl,P
659,"Siempre los cariñitos me han parecido para maricones, y ahora hablo contigo en diminutivo, con nombres de url",P
660,@CxavezE @altazor08 Se acalambra el putito 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,P
661,@Faitelson_ESPN Puto gordito ! Eres de moral distraída . Satanizando a ReNalgon Ibarra,P
662,Amiguitos tenga los huevos para decirles no y ponerle alto a su amiguitas nalgas prontas.Para que después no andén de maricones llorando!,P
663,"url

#eitLife Me gustaría  que no existirán los gays; diputada de Morena url",P
664,Mi @ConchitaWurstQue Pitos Toca En Los #GoldenGlobes??? Maldito Joto Feo!  url,P
665,"Ese Pinche Joto Igual Se Ve Horrendo Con Los Filtros de vato o Vurl Mejor Que Siga De Puta Posteando Fotos En Calzones Viajando Por El Mundo, Puta Jeta Quasimodo",P
666,@WeritaAraiza No me veo con unos pantalones atigresados!! Que jotos jajajaja,P
667,“@stevenulloa1: @piko_glez  o para mayates jajaja :) como tu comprenderas jaja” jaja como tulipán jajaja,P
668,No llore jota,P
669,@Foro_TV Y más si los priistas devuelven todo lo que se robaron empezando por la rata mayor epn y el joto de Mancera,P
670,A ver si ya me dejas de stalkear maricon,P
671,"Quieren un mundo #SinHomofobia pues que desaparezcan los jotos, maricones, putos, gays, lesbianas, machorras, tortilleras y demás sinónimos",P
672,explíquenme la urgencia de los jotos de hacer reels o tiktoks con peluca y voz de mujer,P
673,Y hablando de lesbianas.. ya vieron la última foto de Justin Bieber? XD,P
674,@juanbcrra tu eres por gay,P
675,@ElssieIp Hasta que saliste de tu escondite mariquita,P
676,@EdgardBeltran @AlexBurruel1 no traen nada jotos,P
677,@jdonadus puro joto en tu foto de avatar !! Jajaja url,P
678,Malditos changos panameños hijos de puta ya andan de maricones!,P
679,"Si la que te gusta tiene un amigo gay, automáticamente se vuelve una mamila en url",P
680,En un universo alterno @AlxnGxrcix es chairo y @dobbyloca no se volvió puñal.,P
681,"Si muchas vestidas agregadas has de tener, mayate has de ser",P
682,@ivnuevo @noser2226 Osea sí eres marica?,P
683,"@AristeguiOnline Si no le creen a la lesbiana ésta, chequense a el MENSIAS, claro ejemplo del tema",P
684,"Todos ofendidos porque Molotov cantaba PUTO, wey en México el PUTO no lo vemos como sinónimo de “homosexual” PUTO es el que le pone salcita de la que no pica a sus tacos, el que le va al America, el que se ofende de cualquier pendejada, esos son los PUTOS! url",P
685,"@CNNMex Bravo ¡ ¡ ¡, y que los homosexuales ya no se involucren en el look de las modelos.",P
686,Y la jotita Michoacána?,P
687,@Adan_Coromoto @NicolasMaduro Par de maricones!!!,P
688,@RoVazquezL y es un joto pocos huevos. Si tienes foto: dm y la publicamos nosotros!!!!,P
689,"No son los primeros que me lo dicen, pero no soy joto, me maman las vaginas!url, yo las mamo &lt;3

-el poeta antes conocido como Van.",P
690,"Ya no le puedes decir negro a un negro. 

Con el debido respeto y porque me caen a toda madre los homosexuales o putos cómo les llamamos.

Los negros de hoy en día son más putos que los putos.

Chinguen a su madre!!!",P
691,@url  Y esperabas tu arcoíris 🌈 marica?,P
692,"Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no?
Marica nena, mas bien putin no?
Que muy machin no?
Ah muy machin no? url",P
693,"@Anahi ERES UN ASCO DE PERSONA. Ya que eres la muñequita del homosexual pendejo ese, mínimo haz algo por el estado que te alimenta. ¡ZORRA!",P
694,Me caga que los jotos se hagan los que url,P
695,@laloespana Mariquita sin calzones!,P
696,@Maggie_Glez1 El pedo es que te salga un esposo transexual y ps ahí cambia todo.,P
697,Que pena que el mejor performance sea de unas vestidas. Que malos premios #VMAs,P
698,@fcomovaz biejo joto,P
699,Nos cooperamos para hacerle una restauración? A ese @clarketo ? Pero de culo que seguro es lo que busca arreglarse el closetero del clark. Su bautizo fue de 🥛 que se acuerde y regresa al buen camino 😂😂😂😂 url,P
700,@Ayrton_Victorio A huevo mi puto!!! 😂😂😂,P
701,Anoche no me desmaquille y hoy paresco travesti,P
702,Paco maricón QL url,P
703,"@EzeTowers @_Anagantios_ Yo también, literal tiene lo peor de los dos lados de los jotos las tóxicas quesque de masculinas que no mandan cara y las jotillas liosas, y lo peor ni cogen jajaja",P
704,Órale no que muchos huevos cabron. Salió bien puñal este guey url,P
705,"@SimonJCCor Pobrecito..
No se le cayeron los lentes al mariquita. ?",P
706,"ES : Kirk Cameron: “Dios odia a los gays, van a ir al infierno”  - Yo no escogí ser heterosexual pero todos esos… url",P
707,"Jotos, respétense tantito. No jodan. url",P
708,👏👏👏👏👏👏👏👏 pinche joto,P
709,@colorsito_ @PinkKokkoa Callate joto que ahí sigues,P
710,Aguantense pinches maricas pechos frios 😂,P
711,@FDCRadio No pues esta medio canijo darles consulta a las #MANFLORAS...GAYSurl#TRANSGENEROSurl hasta posiblemente #VIOLINESurl Cañurl,P
712,@LpezVergara2 @el_mas_callado url también hay mucho travesti y trans 🙄,P
713,@July46918263 Eh no mames tampoco soy joto,P
714,"No puedes nacer homosexual, es una mentira.",P
715,Enojarse con Sean Penn es de mujeres negras. Negras y lesbianas.,P
716,@moruzhalee es que tu sabes que ha esta hora se me sale lo marica xD y no finjas que tu tambien me dices cosas lindas /.* [que weca x) ],P
717,El trompudo infeliz Tromp. a todos los Mexicanos nos tiene😠 enfadado pues que le debemos a este pendejo racista ocicon y pendejo idiota joto,P
718,@xjaguayo @ChumelTorres Jajajajajaja solo contesta los que le calan el closetero del chumel jajajaja,P
719,"Pinches científicos pillos. Economizar el desarrollo de biocombustibles? nel, vamos a investigar cuáles animales suelen ser bisexuales, lol",P
720,"En mi caso con:
- Closeteros
- Escorpio (son los peores tlj)
- Doctores
- Ni con niños ricos hijos de papi y mami url",P
721,@GloriaTrevi @EmilyCMtrevi perros ladren gloria  es gloria puntitos jotos,P
722,"Pinches lenchas descaradas besándose en la vía pública.
😡

Me pusieron cachondo.
😳",P
723,@JoseBuendiaMx @EscribaPersonal Por supuesto que son venganzas de este homosexual reprimido.,P
724,"@HadaLizy @CervezaTecate @tecate no hay broncas, usemos mujeres Trans peluqueras para hablar de orientación sexual. Educación nula.",P
725,"Rápido.. ¿CUÁLES ERAN ESAS RESPUESTAS?

Also ""pitonisa"" es un excelente nombr alburero para una mujer trans. url",P
726,"@HebbWS Seh, la lista es SÚPER larga. Es solo que en entretenimiento te topas con gente gay en todas las esquinas que se escudan en closet",P
727,"#LoMásLeídodeLaI » Envían a ""Las Machorras"" al Cereso url",P
728,"@manunisima NO SE COMO SUCEDIÓ ESO. LA LESBIANA LOCA ESA DE TU EDIFICIO SEGURO

/cc @soylakikis",P
729,"Existen varios tipos de homosexuales:
- Los que gustan de su mismo sexo
- Los que fuman mentolado
- Los que no le dan retwittear 
Jajaja😉😉",P
730,RT @angelgcm: Malo que fuera joto jJajajajajajaja 😂👌 url &lt; Que triste. Que fuerte ver a un chiquito hablar así. :(,P
731,Siempre que alguien dice pansexual me imagino una dona toda cachonda jajaja 🍩🍆,P
732,"O mejor ""todos"", q incluye femenino, masculino, transgénero, homosexual, bisexual y lo q esta semana agregue la corrección política. url",P
733,@evilblackmx @ACIDminds ¡si! Pinches redes sociales jotas que usan corazones de repente (hace años). url,P
734,"Que video tan más sincero del puto ese de @ESCORPIONGOLDEN  url más gente como tú, en el 2016 por favor!!!",P
735,"El mejor modo de confesar algo horrible es decir “OIGAN TODES” seguido por algo así pero deleznable.

Y bien que pueden decir donde enterraron a JFK y a Colosio luego de su parrandón homosexual. La gente solo va a leer y no superar el “todes”. url",P
736,"Aaah, viejillo mañurl puñal, diría yo url",P
737,"RT @danitafashion: Cuando de adultos deciden ser transgénero, pues va. Pero los niños son el reflejo de nosotros. ¡No los contaminen! &lt; wat?",P
738,"@edith_gdI jajaja no sufras. No pasa nada, el punto es una prenda. Hay chicas que les encanta travestirse de hombres (se llaman lesbianas)",P
739,"@caballonegro Por mi está OK que lo señalen. Es solo el hombres, mujeres Y TRANS que me da aaaaaaaaaa",P
740,"@prispalomares ¿Ha intentado apagar, y luego volver a encender a su lesbiana?

url",P
741,@HeeyWera pff es bien marica,P
742,Manny Pacquiao: “ #Homosexuales son peores que los animales” url,P
743,@XxxAbsolut @HalconNegroJR @damiandgc @fragsalitalent Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar. 😘,P
744,@Luis_AcaShore jajaja! Cállate que eres el menos indicado en hablar!!pero ya veo que eres un maricon que le encanta pelar con viejas,P
745,Como me caga CR7. Es un jugador único. Pero toda su excelencia se opaca por toda la estupidez que hace. Es un maricón.,P
746,@odiomistweets ya ven joto,P
747,@adrianrm196 Me puedes criticar pero llamarme afeminado es tremenda falta de respeto. Como buen milenial no mides bye,P
748,@Aliss_one si. Es una costumbre social que no vivimos. Aunque he conocido a chicas trans que cargan tampones para esconderse LOL. Ridículas.,P
749,Y hombres trans al baño de mujeres. url,P
750,"@CriSzis @TheNifel @marcelamerino @FrenteOrgulloMX @adrianodanz @CoalicionLGBTTI @NoticiasLGBT @tagletaigaro @luisperelmanmx @jrisco @JohnMAckerman @CiroGomezL @Movilh @jenarovillamil Si. Hueva. Da la misma que una jota sea un puto o una pasiva. ¿Para que diferenciar entre oso, activa y twink? Pinches categorías innecesarias de maricones y afeminados. Todo es lo mismo que “Gay”.",P
751,"@BullyingFutbol listo , entonces te envio donde sea maricon.",P
752,Y señor marica @aesquinca @marthadebayle,P
753,@hersanmx @GAINFANTE @nolocuentestv así es de Maricon!! No tiene palabra!! Jajaja #Patetico,P
754,@LaMuxeVIP @Ventaneandouno @ElCabaretito @EnvyGDL Pues el ENVY te apuesto hubiera matado por url Que lastima que te escudes en un perfil falso para tirar tanta mierda siempre maricon!,P
755,"Por puto, por joto, porque así es Méurl lo sé. #Must por el maestro @fdelcollado url vía @mexicopuntocom",P
756,"@L_Hirieo Otro
-  feministas tradicionales: ""la imagen de la mujer es cosificada para el hombre""... mujeres trans: ""quiero ser re sexy (cirugías mil)""",P
757,"""Ni de mamada aceptaría el hígado del pendejo de mi hijo el potrillo""

Vicente no podemos decir eso.

Ok entonces ""Rechacé el transplante porque qué tal qué es de un homosexual o un drogadicto""",P
758,"Lamentable que mis seguidores hombres, sean tan homosexuales. url",P
759,Veo un Madrid como el de costumbre: Puerco y maricón.,P
760,@davidolin65 @Cherry_Lune @DanielCoach3 @edufabila11 espero dejes de contestar con esa imagen de maricón y ya entrenes,P
761,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 vaya puñurl🤣🤣🤣🤣🤣🤣🤣🤣🤣 url,P
762,"“Cualquier actor o actriz puede hacer cualquier papel”, ustedes trans como molestan.

Ya los veo si hubieran propuesto a Halle Berry para ser el próximo Batman.",P
763,@PatsTapia ?utooooooo!!!! Matarile al maricon!!!,P
764,"Chingos de chicas guapas en GDL. Pero ridículo como hay tantas que son url No mamen, así no se puede. Es el 2015, ya.. Salgan.",P
765,"Quiero escribir una SciFi donde un grupo de marketeros de los 80 descubre cómo hacer promoción subliminal SÚPER buena.

Pero a la par -y sin el internet- no hacen buen targeting, así que un chingo de niños los “programan” niñas, y viceversa.

Años después PUOM, gente trans.",P
766,"Lia Thomas, matriculada en la Universidad de Pensylvania, ha dominado la natación femenil universitaria de Estados Unidos, lo cual no hacía cuando hasta hace unos años competía como hombre. ¿Esta situación es a favor de la mujer? url",P
767,"Cabron de nombre Raro diciendo ser mi camarada y haciendo pendejadas al Actual Galan de una Ex Mutua
Puto, RÍFATE SOLO PUÑAL
NI TE CONOZCO 😡",P
768,¿Descansaron al joto asqueroso de Alex Kaffie para que @LuciaMendezP estuviera en @programa_hoy ? 😂😂😂😂,P
769,"Si creen que a las Argentinas no les importa nada, no saben lo que son en Mexico 🌶.
Pd: Ya me quisieron coger dos gays 🧐👍🏽",P
770,¿Desde cuándo los jugadores de fut se volvieron tan homosexuales? url,P
771,@Eneberreache @carlosmaguey pos por marica,P
772,"@teffyantonelita cada que alguien te discrimine, lencha, piensa que tú igual discriminas a todas las mujeres Trans que no veas ""ok"" TOMA TRH",P
773,@joker_hl @GerardoAtayde8 Cero y van dos puñal.,P
774,@oficial_AAAdave @Margarita_Ramss @TonyElpatron97 Calmate afeminado,P
775,@NFLenmiADN Los maricones de los 49s,P
776,"Ser homosexual implica que nunca hay agujero equivocado.

Punto para los gays.",P
777,"Digo, la idea no es satanizar ningún modo ser mujer. Ningún modo es más correcto. Solo me sorprende lo COMÚN que es la vieja trans sexuada. url",P
778,"@AlmaDeliaMC PERO luego tienes un grupo de gente bisexual que criaron enseñando a negar una parte de su sexualidad. PERO SABEN que ahí está, y se la pasan preguntando ""si yo me enseñé a que no me gusten los hombres.. por que chingados este homosexual no puede hacer lo mismo?""",P
779,@nandoreyes Hace rato estaba escuchando la narración que hicimos url Grité los goles como mariquita sin calzones 😂😂😂,P
780,@cafrealvolante Puñal,P
781,@RealMaroSilva no hay nada que me de mas disgusto que ver a una persona Trans que pasa escondiendo ser Trans. Como si .. Que.,P
782,@PepeMontalvo @cometa_ es un puñal.,P
783,"Eres gay u homosexual porque tienes muchos/varios hermanos, la próxima vez que te pregunten puedes decir que es a causa de tus hermanos 🙊 url",P
784,"¿ Crees correcto que no podamos utilizar la palabra maricón porque nos sancionan?
La RAE la avala url",P
785,¿Y si los tierraplanistas viven en un espacio polidimensional donde la tierra SI es plana? ¿Y si son personas no-euclidianas? ¿Y SI LA CIRCUMFERENCIA ES IDENTITARIA Y ELLOS SON TRANS-PLANOS? url,P
786,@hectorghs @BullyingFutbol pinches jotos.,P
787,A los únicos que yo voy a respetar su decisión y decir que es no binario son a los hermafroditas o sea en todo el mundo es menos del 1% el cual al día de hoy no he visto a ninguno confundido pidiendo que les reconozcan como no binario jaja,P
788,"""En este mundo todos somos brutos, unos más hombres y otros más putos"" #ElCallejónDeLosMilagros #FelizMiércoles url",P
789,ME URGE DECIRLE A UNA MUJER TRANS QUE ES HOMBRE Y QUE SU PRÓSTATA url,P
790,Jajajajaja me voy enterando que la alcoholica closetera me acaba de decir “BORRACHO” y que le tiraba la onda a los ejecutivos de @ImagenTVMex 😂😂😂😂 anda ardida esa mujer!!,P
791,Comprobado. SER TRANS ES EFECTO SECUNDARIO DE LA CLONACIÓN. url,P
792,"Jajaja ... espero que tú también aguantes y te rías cuando los epítetos lanzados a las mujeres  por el simple hecho de serlo te toquen a ti: “maricón”, “mal cogido”, “histérico”, “menopáusico”, “visceral”, “ninguna verga te acomoda”, “pinche viejo”, “estridente”, “brujo” y más. url",P
793,Que chido estuvo el masaje! Lo cagante fue que al ultimo me di cuenta que era puto😶💥🔫,P
794,No entiendo porque existen hombres tan maricones !! DIOS MIOOOOOO! Que. Penita,P
795,"Siempre me da ganas de darle un chirulazo a esta mujer que parece travesti que siempre dice ""me brinca"" #LoQueLeHaceFaltaEsUnBuenBrinco",P
796,“@SandyTok_tv: 1hra de GYM y 1 hra de crossfit juntas no es de dios cansadisima vdd inche @beyafaby eres mariquita jaja nenita”tu eres gay,P
797,"@fabian23ramos @DarachKMarti @FranPHolland Mi opinión del tema de actores/actrices trans es:
Cero broncas con que una persona Cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles Cis a gente trans (la inversa).",P
798,@ugesaurus ¡CLARO! SE HACEN MUJERES TRANS PARA GANAR EN LAS OLIMPIADAS.,P
799,🥰 Monterrey (y sus mariquitas) url,P
800,"Eres mega puto!!! Turbo, ultra come sables.  url",P
0,"La CDHDF dijo que el sistema penitenciario y la policía, están a la cabeza de las #violaciones hacia la comunidad #gay. url",NP
1,Que podemos hacer en fin !! A superarse los que quieran y los que no q se queden BUFANDO!! Besos a las transexuales y transgenero!!,NP
2,"#LoMásLeído » Estrella transgénero, brutalmente asesinada url",NP
3,“@NoticiasMVS: #Argentina Cristina Fernández será madrina de hija de matrimonio de lesbianas url” / 👏👏👏,NP
4,“@TaniaRendon: ¡Es oficial! Confirman relación de Zac Efron y Michelle Rodríguez.” Entonces Michelle si es lesbiana?,NP
5,"NUEVO VIDEO: @TigridaRevuelta  nos dijo: ""No pueden escribir de Drag sin primero ser una DRAG"" así quedó @stalkgerard url",NP
6,"""estoy orgulloso de ser gay y lo considero entre los grandes regalos que Dios me ha dado” 
Tim Cook CEO de Apple",NP
7,"Censuran #CuatroLunas de @ElBuenPanda en Dgo y Chih porque, ""argumentan"", muestran relación homosexual como ""normal"". Inadmisible homofobia.",NP
8,"@PalahJunkie la verdad es que si. Ya van mas de 150 muertes trans en el 2015. Sociedad loca, neta no es pedo.",NP
9,@AlexaGrey21 ahh Elsa es parte de team trans GDL (aunque ya estés acá).,NP
10,"""Investigan en Argentina asesinato de líder transexual Diana Sacayán"" @lajornadaonline url @DiverCiudad",NP
11,@maritzagrisel como todas las mujeres trans nos toca. Y las mujeres trans antes de nosotras mija. Sea respetuosa con los rituales mija.,NP
12,"@gellycam88 me encanta. Digo.. una cuenta con pronombre masculino, siendo mujer trans, sería discriminatorio
/@sofimaciasl @Marisol_Centeno",NP
13,"Mi respeto total a los chicos transgénero (hombres con vagina) url

/vía @freddier",NP
14,@alessandro_o_d cisgenero es cuando no eres trans url,NP
15,"Sí, soy un poco gay: @JamesFrancoTV url url",NP
16,O.. Niñas trans hetero. url,NP
17,Galería #Nacional/INT Realizan marcha del orgullo gay en CDMX- El día de hoy sábado se realizó la 38 edición de… url,NP
18,"Por Xsolaaaa, chiste jotito 😬 url",NP
19,"@rataadore @LastDragonMX @kaly_rojas si quitas las siglas, igual van a discriminar. Chicos gay misoginos, mujeres transgénero homofóbicas",NP
20,"@LastDragonMX seh, velo así. Soy mujer con pene. Imagina si una beba le gusta jugar con muñecas y resulta trans
/@NoticiasLGBT @Lolarovati",NP
21,#Entérate por dónde pasará la marcha y concentración de este sábado en contra y a favor de uniones gay url url,NP
22,"Ayñ.. gracias.
A diferencia de muchas amigas trans, soy SÚPER novata con el maquillaje. Pero te recomiendo YouTube para empaparte del tema. url",NP
23,Si eres Bi vas a los dos baños. Si eres Pan vas mitad a uno mitad a otro #LoveWins url,NP
24,"Nadie debe vulnerar tu integridad, en la #PGJCDMX protegemos los derechos de la comunidad transgénero #Procurándote @rodolforiosg url",NP
25,Los hombres #bisexuales son mejores amantes ¿será? Opinen ¿ustedes qué piensan? url,NP
26,@lordgannicus @Total_Mex @Benjo35 @Sorlak_15 @oscardelvallepr @olofo @Daliokapi @isopixel Lo dice un fan de una serie de Gladiadores Gays? 😎,NP
27,@luzindacosmic @Montsysa ah si. Yo lo decía por qué el ser trans no tiene nada que ver con a quien una le coquetee.,NP
28,@sspdgo @castrellon3 y alcalde @AlbiPonce en busca de coordinación y fortalecer trabajo en conjunto para #Seguridad de @SantiagoP_Trans url,NP
29,"@Ghost_Nares @toxickore gay no es trans. Las letras se tratan de dar visibilidad a eso.
Lo que si es, yo lo llamaría el ""movimiento de la diversidad"".",NP
30,"@pabemo_ @rogel84 Bajo esa lógica, la gente en drag esta loquísima.",NP
31,"#México
Representantes de derechos humanos se unen a la marcha por el orgullo gay - LEE ➡ url url",NP
32,"@SoyLadyCorrales No te miento estoy cansada del ""es trans, pongamosle violines y pianos al fondo mientras habla"". Llevo 6 años de eso y ya.. ya.",NP
33,@whiteraven_16 Sailor moon. Toda la serie es LGBT. Gente abiertamente trans o travesti. La última temporada tienes hombres que se transforman en mujeres.,NP
34,"@SoyLadyCorrales Sería millonaria por cada ocasión que una vieja feminista me ha dicho que por ser mujer trans no puedo hablar del sufrir de la mujer como si fuera mío.
Literal me dicen que mis problemas (acoso, maltrato) es “mansplaining”.

Me retiré de decir que SOY feminista por esto.",NP
35,"@anag_g Y aunque parecería que sin maquillaje se les acaba la violencia de género la verdad es que no y es peor. 
Los hombres afeminados no tienen su propio baño, vagón del metro, colectivo internacional, no hay categoría de feminicidio para ellos, muchas feministas los rechazan, en fin.",NP
36,"Soy Brenda
Soy mamá
Soy infectologa y muchas cosas mas
Soy heterosexual
Pro diversidad y tolerancia 
Ser homosexual NO es una enfermedad. Las personas más maravillosas cerca de mí y las que más me han enseñado, son gay #SoyTuAliada 
NO a la desinformación, NO a discriminación",NP
37,"Amable recordatorio que si ustedes dicen “un trans” o “los trans”, están hablando de un hombre trans.

Les comparto el como se ven algunos chicos trans pa’ que entiendan. url",NP
38,@AndresB Pos si. Yo solo digo que Chris Pine haría mejor el papel de un hombre trans que ScarJo.,NP
39,"@volkova Se agradecería mujeres Cis para papeles de mujeres trans (por lo menos).
De cortesía.",NP
40,"Esto, por el tema de ayer de #NoSoyHombreConPeluca donde varias mujeres trans hablan de como la representación en La Casa de las Flores es dañina a la imagen que se intenta dar de las mujeres trans de hoy.

Me incluyo, yo lo comenté en Instagram. Aunque por otro tema.",NP
41,@HectorTrejo Es lo mero mismo que digo de ser trans. Es ser un filtro de pendejos.,NP
42,"Durante el segundo encuentro de Observatorios Locales de Participación Política, la Consejera @CarmelitaSibaja expone el tema: Obstáculos en la implementación de la acción afirmativa ""trans"". #SigamosConstruyendoDemocracia url",NP
43,"Y si la ley estorba, pues la cambiamos!!
Como sucedió hoy en la Comisión para la Igualdad de Género con el impedimento legal vigente para que Taibo II pueda ser titular del FCE.
Así la 4a Trans-FARSA-cióurl url",NP
44,"No me deja de sorprender como SIEMPRE que se inventan reglas idiotas para ""regular"" a la gente trans, cae alguien que no es trans por ellas.

Lo mismo pasa con el tema de los baños. Ponen la regla para gente trans, cae alguien que no es trans url",NP
45,"Conservadores: “esos muñecos sin género existen para hacer a nuestros hijos gay. Nosotros solo compramos muñecos hombre.
Nuestros hijos no serán gay si les damos muñecos hombre”

Hijos de esos conservadores, jugando con sus muñecos: url",NP
46,¡Vamos a besarnos todos! ¿Qué opinas de los personajes homosexuales en las novelas? Hoy @diego_amoz y @GonzaloGarVi revelan secretos de @CunaDeLobos_Of en @MontseYJoe por @UnicableOficial @Montserrat33 @yolandandrade 🌈📺 #PúblicoConocedor #TodosSomosUnicable #MontseYJoe url,NP
47,Así son muchos de nuestros amores y ligue de ocasión @estupidahdeamor Y nos queremos afianzar al falo de la necedad cuando no entendemos que todo es Una Estupida Historia de Amor @Helenico @JoseRaBerganza @martinsaracho_ @Milleth_Gomez @carlostalancon Obra mexicana gay para todos url,NP
48,¡Escandala! Usuario aprovecha sus habilidades con la edición y trolea a Internet con supuesto amor entre @clarketo y la famosa drag @trixiemattel en #UNews #TodosSomosUnicable #BuenViernes #FelizFinde 🌈♥️ url,NP
49,"❤️🧡💛💚💙💜 #MARICÓN se escuchará este 30 de noviembre en @ElCantoral_ • Boletos en #TicketMaster. 

url",NP
50,Más divertida la práctica queer que la teoría.,NP
51,"En México hay un protocolo para acceder a la #PrEP si eres HSH o mujer trans. 

Mañana en @pervert_mx estaremos dando información al respecto y reclutando, si te interesa, te vemos por allá. 🤟🏼😉 url",NP
52,"Fallece una mujer trans en Bogotá 

- ahogada, enferma.. en su propia habitación
- los paramédicos no la subieron a la ambulancia cuando comentó ella vivía con VIH
- la dejaron ahí
- YA MUERTA.. nadie va a hacer levantamiento del cuerpo, pese a varias llamadas 

.. sigue ahí. url",NP
53,"@Cherrigan @LenaGamr total

En mi caso es re fácil. Los vatos MUCHOS como que procesaron que por ser trans automáticamente me pueden contratar para trabajo sexual

Y ahí van. Por privado. Sucede TANTO.

Y en la industria pues mi pedo es que no soy mujer para nadie. 90% de los vatos me tratan de güey.",NP
54,¿Escucharon (leyeron) mujeres trans? url,NP
55,@quiquegaldeano @JLo En la serie #NowApocalypse sale #TylerPosey (el actor) teniendo mucho sexo gay: url,NP
56,Personas trans ya podrán cambiar su nombre y género en acta de nacimiento en Tlajomulco url vía @animalmx,NP
57,"De paso, la H sí está en LGBT+.. la gente heterosexual es re parte del movimiento de la diversidad siempre y solo no se tolera ni la intolerancia ni la falta de consenso

y TERF es solo un acrónimo. No es sino que digan “Feminista Radical Trans Excluyente” y no sienten insulto.",NP
58,"Así mismo. Gente:
“Está perfectamente bien que un hombre haga el papel de una mujer trans”

Misma gente:
¡BOND ES HOMBRE! NOS QUIEREN PONER MUJERES EN TODOS LADOS.",NP
59,"Los vatos que dicen “si yo fuera mujer sería puta” son los mismos que  no usan jabón cuando se bañan, piensan el cuidado de piel es “de jotos” (o metrosexuales) 
y son los que si les das un bolso hacen jetas infinitas y lo cargan “como hombres”.. me cae.",NP
60,Gente que se ahoga en “decidir”que si los bisexuales y las pansexuales son válidas y les queda grande todo ese dilema.. les va a volar la cabeza cuando topen este diagrama. url,NP
61,"A un chingo de lenchas súper chidas les preguntan/dudan a cada rato si son trans.

Y pues yo solo veo el patrón y digo.. ¿ven lo bonito?",NP
62,"Leyendo por ahí.. Hay gente que está convencida estas son las primeras olimpiadas con gente trans, gay, lesbianas, bisexuales, etc.

Créanme, nomás era que antes no lo podían decir.",NP
63,"@laurelyeye Insisten que somos exentas de todos los temas de la mujer caray. ¿Recuerdas cuando te dijeron “Y EL CANCER DE MAMA QUE”?

—&gt; url",NP
64,"Las morras trans TODAS tienen pestañas hermosas. Sin falla.

Igual y es que las veo así por que siempre traen ese brillito bonito en los ojos.

Pero jijo. Sin falla las pestañas de las mujeres trans. 
Échenle ojo.",NP
65,México es draga !,NP
66,@JesuSegoviano Me acuerdo cuando alguien acá en México se quejaba de que ya no podían hacer chistes de “jotos”,NP
67,Aquí más contexto sobre la malicia de quienes comenzaron a difamar a mujeres trans en el caso de la masacre de Texas. url,NP
68,"Les comparto mi columna del día de hoy en @LaRazon_mx 

Seamos Bugas Aliades 

En México se han registrado 87 crímenes de odio LGBT+ entre mayo de 2020 y abril de 2021. De estos 87 crímenes, 47% han sido contra mujeres trans. 

url",NP
69,"La lucha por los derechos de la gente no binarie también es la lucha por el aborto legal, libre, seguro y gratuito 💜💚💗",NP
70,"La lucha por los derechos de la gente no binarie también es la lucha por el aborto legal, libre, seguro y gratuito 💜💚💗 #28S",NP
71,@PrizilaAguirre @NathanTheWanted si pendeja ahoa te va a contestar and Nathan Sykes is GAY! .I.,NP
72,"Fue noche de vestidas, streppers, gogo's, Besos lesbico y besos de jotos url bienvenido a tampico",NP
73,"Carne asada, peda en casa de @ErickJapo con motivo de reunion de marica todos invitados",NP
74,#SiFueraUnPersonajeDeBigBrotherSeria el Doc pero más joto y guapachoso.. ustedes saben que sí,NP
75,Grrr &lt;3 jaja.! #InstaGay #InstaBoy #Gay #Homosexual #GayBoy #Sexy #Roar #Grr #Tigre #Animal @ Colonia… url,NP
76,"Pues según url estoy sano y no, lo joto no tiene solucióurl",NP
77,@MelissaRF98 te extraño gay,NP
78,@CeciSilvasBRV @Alfonsobrv @FelipeBRV @frankybrv @GABYBRV1 ja a traigo hoy.. piensan q soy lesbiana.. ósea que pedo me gustan los hombres 😭,NP
79,ES : La adopción homosexual y la fecundación asistida  - La sentencia de la Corte Constitucional sobre la adopción… url,NP
