,index,tweets,label
1964,1163,en mi casa no me quieren por lesbiana supieran que es mi sueno frustrado alv,1
1965,1164,soy bien jota porque mi mano se peina cada que toco la guitarra,1
1966,1165,jjajajajajaja ayns perdon por no estar en la onda pinche jota,1
1967,1166,y quien soy yo para juzgar al hermano ladron asesino homosexual lesbiana el evangelio me ensena a tener amor al projimo en oracion por ellos y por todos solo dios juzga nadie mas,1
1968,1167,pam sashaa en la tv de cable andan igual de poco presupuesto que los de la mas drag queen verrdaremente lo ideal seria una plataforma tipo hbomax la o netflix,1
1969,1168,arq jota oye eres el jj el comico el que sale en un programa donde cuentan chistes exclusivamente de homosexuales dicho con todo respeto,1
1970,1169,y todos los jotos esperando que lady gaga les cantara bad romance asi no,1
1971,1170,aviesc who bdvich o estoy muy url o las dragas hot estan muy amenas,1
1972,1171,asi bien puta sal,1
1973,1172,solo hoy promo popper solicita al whats app url empoperate popper aromas poppers gay cruising cuernagay morelosgay sex bb bulge url,1
1974,1173,soy heterosexual homosexual lo que me coloca en el cuadrante heterosexual url via idr labs,1
1975,1174,este es espacio es nuestro bienvenides lgbt lesbiana lencha cdmx romanorte cafecito agoracafe url,1
1976,1175,pobres de mis vecinos que se van a tener que chutar mi concierto de gay anthems hasta altas horas de la madrugada ynimodo,1
1977,1176,no todos los afeminados son url esperakhe url,1
1978,1177,hola hermosa buenas noches te gustaria entrar a un grupo de ambiente sw cdmx hay buenas parejas y chicas solas bi,1
1979,1178,y aunque no estuvieron hay su video fue maravilloso estoy enamorada de esos homosexuales d,1
1980,1179,shwrr jajajajaja wey super lencha power,1
1981,1180,nunca una drag queen en temporadas fue tan perfecta url,1
1982,1181,yo si tengo ganado pero ganado el infierno por homosexual,1
1983,1182,mariquitas hoy es viernes de chillar con mi terror psicologico a la boletos vip solo online en url de a scary clown le entras o se te abre funcion e xtrema y enferma teatro rafael solana teatro de terror url,1
1984,1183,veo que apenas esta de moda el estupida mi pelo del joto ese en chiapas viven atrasados hasta en los videos viven anos arrasados,1
1985,1184,sin comentarios mexican gay gay gay boy gay world gay travel gay guy gay chicano gay man gay bear scruffygay queer gay mexico gay europe gay geek gay male chicano gay gay asian insta gay gay brazil gay dude url,1
1986,1185,alonso jajajajaja noo que asco eso solo tu se lo haces par de raritos,1
1987,1186,entonces la chica danesa es una pelicula sobre un transexual voy a terminar como los de venom en esa entrevista de radio,1
1988,1187,por jugarle al machito si en los juegos olimpicos quieres vencer con los homosexuales no te debes meter url,1
1989,1188,las senoritas calleypocheoffi son la primer pareja homosexual en participar en una serie de disney channel la url,1
1990,1189,faltan aun semanas y ya estoy de marica,1
1991,1190,heteros es gay,1
1992,1191,julie neuhouser soyciguapa pues no termino bloqueando hasta a amigxs suyxs trans y nb porque le dijeron que su actitid era exagerada,1
1993,1192,quiero tener amigo gay,1
1994,1193,doctorabailable que perra mala suerte tengo para que me cuenten los vatos que quieren contigo tlj jajjaa siempre me dicen wey me gusta una draga y yo mm lola y ellos como sabes y yo tipo has fila jajajajajaja ay no que feos modos de los mayates,1
1995,1194,hoy es el dia internacional de la bisexualidad fecha que se visibiliza y se invita a la aceptacion respeto inclusion igualdad y tolerancia hacia las personas que se viven y disfrutan en esta orientacion sexual impulso trans lgbt bisexual trans mtfgdl ftmgdl lgbttiq url,1
1996,1195,maricas ando de muy buen humor bailemos,1
1997,1196,prince david bowie juan gabriel y ahora pete burns virgen macarena patrona de los jotos cui dame a mi cher,1
1998,1197,el de uber trae a ha ash me siento como lesbiana a dolorida,1
1999,1198,papa francisco sigue luchando por derechos homosexuales la iglesia bautizara a bebe de un matrimonio de lesbianas robertoofarrill es vdd,1
2000,1199,me siento tan homosexual escuchando don de miranda,1
2001,1200,un bato en la prepa q decia que si un gay le hablaba le pegaba mea corde de repente pues los gays tambien tienen punos culero q crees que no te lo van a devolver bueno las pendejadas q uno piensa cuando esta limpiando ya me regreso a limpiar,1
2002,1201,el mes mas gay del ano,1
2003,1202,visita la tienda gravitymty calle matamoros en el barrio antiguo monterrey guadalajara jalisco cdmx mexico saltillo cancun regio gay jockstraps suspensorios underwear swimwear gym ropa interior gaymty gaygdl gaymx hunk jal jalisco gdl url,1
2004,1203,viernes de blowbarmx frank no cuento con los derechos de la mu sica de fondo blow gay gaycdmx gaydf gogos drags shows nightclubgay url,1
2005,1204,mwes el lobby lgtb denuncia al arzobispo de granada que en ningun momento habla de homosexual lo que url,1
2006,1205,cogerconbisex acordesblack uff que rico te invito a seguirme y ver el material que tengo todo es de chales mayates o bisexuales caseros de chiapas,1
2007,1206,como por que las senoritas me dan like en facebook parejas no se me nota lo joto o que jajaja,1
2008,1207,se busca single en cdmx para trio hmh manana de oct a las por la hipodromo condesa requisitos entre y anos buena herramienta circunciso de preferencia bisexual no obligatorio pero deseable enviar foto de rostro cuerpo completo y herramienta,1
2009,1208,tengo una prima que es lesbiana y ya no me siento como el raro o el solitario en la familia,1
2010,1209,diferencia entre homosexual y puto homosexual es la persona que siente atraccion por personas del mismo sexo y puto el que lo lea jajajaja,1
2011,1210,buenos y limpios dias no se les olvide banarse antes de salir de casa goodmorning picoftheday selfie gay instagood me follow e en leon guanajuato url,1
2012,1211,jajajajaja neta estos weyes son como los atlistas en su mundo son una verga pa todo termino poniendo fotos de ninos down y videos diciendonos jotos estaba escondido porque me dijeron pelon y no podre dormir y me la pasare llorando ni me habia dado cuenta no tengo pelo url,1
2013,1212,paajaro yo si la vere por cecilia suarez ahora que si seran casi casi lesbianas,1
2014,1213,busco casadosconhijos casado curiosos bisex mayates chacales maduros heteros para solo sexo manden md solo placer coger diversion discrecion puerto vallarta busco vergaxxl url,1
2015,1214,mwes matrimonio homosexual en mexico el clero politico y los politicos url,1
2016,1215,ayer norma me dijo que era bisexual y me senti traicionada pero traicionada por mi instinto jajajaa siempre pense que era lesbiana prdn,1
2017,1216,queer as folk y algunas oldies url,1
2018,1217,y siguen sin creer que la edad max para una mujer trans es anos mexico asesino sentiran alivio esas personas que profesan discursos de odio cada que matan a otra mujer url,1
2019,1218,gibranrr en el caso de hibram lo que debe sujetar no es al gato pero si a su travesti sexoservidora que ya le esta cobrando la hr jajajs url,1
2020,1219,mexico anda a prenarme una cuba a felipe calderon no tienes idea de que es dirigir un pais derechos a personas homosexuales eso es prioridad,1
2021,1220,jajajajajja carajo este cabron lleva como tuits identicos para caerle a cierto grupo url y le siguen haciendo caso madre mia pero que cono tiene que ver ser homosexual con ser socialista deja de forzarla te esfuerzas mucho por caer bien y eso es patetico url,1
2022,1221,antweetmoral alv pues de que clase de jotos porque ni chido esta url,1
2023,1222,listo y mas que listo gay smile cdmx maraton maratoncdmxtelcel sigansedivirtiendo handsome dia previo nervios en autodromo hnos rodriguez url,1
2024,1223,kiwi lloron tienes que venir a ags y te sorprenderias con la joteria de construida y queer,1
2025,1224,joven alvaritho eso es precisamente lo que digo en mi tweet cuando haz visto que netflix o hbo ponga a un mexicano gay de protagonista en una serie nunca,1
2026,1225,quimixto paraiso ahi estaba lleno de extranjeros muy guapisimos y todos eran gays era algo asi como el paraiso homosexual en quimixto url,1
2027,1226,ser gay no te hace ni mas ni menos como individuo reconocer entre el bien y el mal te hace ser humano morena los uso para votos y no a hecho absolutamente nada para la comuidad url,1
2028,1227,rumors ruviews drag race espana se anunciaba oficialmente para novimebre el cast oficial salio en abril y la temporada vio la luz el de mayo comento esto paso cuando el ya habia sido grabado url,1
2029,1228,hoy en los gays presentamos url,1
2030,1229,es una lucha que personas trans hacen para poder tener el derecho de ser lo que quieren ser conto diana sofia la primera conductora trans de uber en puebla sobre la ley agnes antes de ser aprobada checa la entrevista completa url,1
2031,1230,pos la curia romana en realidad si es un lobby gay de closet si pero de los mas grandes y poderosos del mundo gg url,1
2032,1231,pe ry so l jajajajaja seguro son los mismos weyes que van a un bar gay y creen que nomas por traer extension todos se les van a aventar,1
2033,1232,ocio cansancio y hambre barbon beardgay beardpower beards gaybeard gay url,1
2034,1233,partido encuentro social condena el aborto y el matrimonio gay propuestas o condenas url analista mx lara mexico,1
2035,1234,hoy buga queer bar url,1
2036,1235,khamel david luca xx x uff que rico follow me te invito a que me sigas y veas el material que tengo de chacales mayates y bisexuales de chiapas,1
2037,1236,soy una marica,1
2038,1237,periodico excelsior el vaticano expulsa a sacerdote homosexual url,1
2039,1238,soymemomedina para amarrar al mayate dices tu,1
2040,1239,sanntiagho ora resultaa soy lencha de corazon see what i did there sin hijos y supere a mi ex y nunca me he casado,1
2041,1240,me mm no me llama la atencion ru paul s drag race also me ve la y le gusta ve la y se trauma termina la empieza la,1
2042,1241,estoy inpaktada con su nivel de putes,1
2043,1242,y yo es porque muy dentro de mi se que soy bi url,1
2044,1243,el activismo lgbt desde la brocha increible nota y sesion de fotos por parte de haaron alvarez obturador mx ig url tw elhaaronjpg obturadormx url lgbt lgbtq pride pridemonth gay queer gaypride url,1
2045,1244,mujer bisexual yo a tus ordenes guapa,1
2046,1245,lamasdraga yo dragueada y enojada porque me dejaron vestida y alborotada jajajaja url,1
2047,1246,que loca la raza que cree que por ser gay tienes que putear o ceder ante las pretenciones no gente no todos traemos ese chip,1
2048,1247,aculturatv cultura diversa mira en contigo en la distancia rojo paraiso un documental con cuatro historias sobre la inclusion de personas homosexuales lesbianas bisexuales y trans en un pueblo de zacatecas url url,1
2049,1248,un entrevistado por pontifex es por abuso sexual ahora homosexual imprudentemente o maliciosamente afirmo que el papa le habia dicho que dios lo habia hecho asi y asi lo amaba info sin fundamento cnnee como otras declaraciones pubicadas incendiariamente un mensaje de fe url,1
2050,1249,hay heterosexuales bien putos doble moral puse dos clases de mujeres de luigi plus y se ofendieron pero tratan de la verga a las morras son punetas,1
2051,1250,toda homosexual mi computadora url,1
2052,1251,la neta si mayate,1
2053,1252,lo malo no son los jotos pendejos transfobicos son ustedes que le dan like y rt a sus pendejadas,1
2054,1253,travesti de closet pasiva url,1
2055,1254,vidallerenas anexo pruebas para que vea que no es una critica por criticar es una preocupacion real pues la mitad de la comunidad lgbt trans azcapotzalco vulnerable no esta en sus programas faltan por responder casi chicas mas palestina sandra cuevas claudiashein url,1
2056,1255,amo a malefica porfis no la caguen amiguitas gays queriendo ser como ella si se van a subir al tren del trans subanse bien plis,1
2057,1256,gay hot spy uff como menea ese culito al caminar,1
2058,1257,puras mariquitas,1
2059,1258,eriick zamora g erick saandoval ya besalo joto,1
2060,1259,para ser marica hay que tener talento y yo no lo tengo y yo no lo tengo lo chopean de todas sus categorias,1
2061,1260,manana tenemos nueva temporada de queer eye y all stars url,1
2062,1261,cuando un hombre no se aprovecha de una mujer la mayoria lo llaman joto gay dando asi por sentado que todos los heterosexuales son violadores pero despues se enojan cuando nosotras los llamamos potenciales violadores que cosas,1
2063,1262,ya soy lesbiana,1
2064,1263,esa chingadera de drag no soporto que regias del drag fuera la competencia y pues ahi va a querer fregar url,1
2065,1264,reik es para mujeres y closeteros,1
2066,1265,enriquebasa gabrielguerrac lee la carta expresamente dice derecho de los homosexuales al matrimonio y si pro es una institucion civil,1
2067,1266,manana llego a cdmx a que hr comienza el ambiente en las cabinas y que cabinas recomiendan visitar como nena travesti para encontrar machos sexo anal oral travesti cabinas findesemana sabado domingo cdmx url,1
2068,1267,celosa amor te lo juro que no pero tu solo puedes tener amigas lesbianas eso e todo,1
2069,1268,las escenas que me hicieron gay jeli mi amorts url url,1
2070,1269,dj compa wichin joto tu que culeas donde esta tu honor basura,1
2071,1270,no me gusta ver mucho de f x porque me pongo emo y lesbiana,1
2072,1271,entre lencha es todo un monopolis oh digo como un twister,1
2073,1272,es tan difi cil no soy gay no busco experimentar con otro chico tampoco pago por sexo bajo ninguna circunstancia todo es por placer y para conocer gente con quien compartir nuestros gustos,1
2074,1273,se me hace una falta de respeto que a los gays nos nieguen a britney free britney,1
2075,1274,sr culazo excelente martes hot gay nalgon bubblebutt gaycowboy martes de ganar seguidores contenido gay culon culodemacho macho mayate gay follow gay gay rt url,1
2076,1275,dime siguele pinche jota,1
2077,1276,elpolen no tengo vidas mariquita mandame tu,1
2078,1277,los camaleones relata la historia de laura una joven antropologa que tras una vida de silencio parece haber encontrado el valor para confesar a su padre su mayor secreto es lesbiana y tiene el corazon roto de julio teatro de camara fernando saavedra hrs url,1
2079,1278,cuando no hay coincidencia entre la vivencia de genero y el sexo que se asigno a la persona al nacer es trans protocolo scjn sin embargo esto de manera alguna justifica la discriminacion pues romper los parametros de normalidad no genera un dano a otros,1
2080,1279,de mayo dia internacional de la lucha contra la homofobia y transfobia dejense de pendejadas cada quien ama a su manera y hace de si vida un carnaval si lo desea loveis love de mayo transfobia homofobia travestis trans url,1
2081,1280,cesargalicia por favor explica la infancia trans porque leo grandes dudas y prejuicios expresadas por aprobacion de ley en cdmx cc maguifisher christianvonroe,1
2082,1281,geras fm kikeurbina aun no hago drag pero el dia que suceda creeme que grabare este video para ti,1
2083,1282,coloquio sobre etica en investigacion posterior al tema de etica en investigaciones sobre genero y sexualidad un tipo literalmente cuestiono si es etico si una mujer lesbiana comunique su matrimonio o si una mujer denuncie violacion si fue pacto comando psycho,1
2084,1283,rt puebla available mexico transexual tranny xx escort latina available escorts sexo porno onlyfans trans sexo trans porno trans transxx para ver todo mi contenido xx suscribete a mi cuenta onlyfans url url,1
2085,1284,por fin la coleccion completa de esta novela gay escrita por patricianellwarren una mujer muy talentosa que muestra estas historias de una forma tan real respetuosa y fuera de etiquetas y estereotipos gayboy url,1
2086,1285,presentan exposicion de bioetica con temas de transgenero eutanasica clonacion y otros url url,1
2087,1286,el es el claro ejemplo de que ser gay no te hace mala persona,1
2088,1287,esperaba a mi amiga cuando me abordo un tipo para que le tirara paro mientras fumaba hachis me compartio estrategias para burlar el sistema y al final me dijo que yo era perfecto para ser dealer que soy guapo hipster pero tambien barrio me veo hetero pero tambien gay,1
2089,1288,que les parece si chicos chicas gays url les parece si por se olvidan de politica lleguen a su casa y abracen a su novio novia gato perro lo que tengan y sean felices,1
2090,1289,mwes la ley del amor lleva mas de firmas a favor de la union homosexual trabajan con la ley del amor url,1
2091,1290,ya voy a la mitad de drag race holland y ya tengo a mis favs siderginne y envy cualquiera que gane estoy bien pero si esta algo floja la temporada aunque fred hace muy buen trabajo es perra la dona tal vez ese tipo de tv funciona en paises bajos jeje url,1
2092,1291,no nos trates de enganarts me tb bestfriends love smile christmas makeup glasses instagay gay queer instadaily instashot en fantastic parallel world url,1
2093,1292,que arch digest documente el hogar de alyssa edwards me parece hermoso y wow this beautiful drag queen tiene un espacio increible un gusto impecable,1
2094,1293,quien me ayuda a banarme maleunderwear hotboy malebutt beard instaboy instaguy gay gayman hotguy boys sexyboy alejandrocaspe sexymen male pecs muscle muscled boymuscle url,1
2095,1294,mi uber es suupee jota estrellas,1
2096,1295,ftv matutino ex saludos mariquita te amo,1
2097,1296,mwes pareja homosexual de origen mexicano sufre brutal golpiza en espana siete personas agredieron a una url,1
2098,1297,feliz cumpleanos a una de mis feministas favoritas aunque no crea en la utopia queer p url,1
2099,1298,fisher ak amx quedate gay pero ladies no ya me portare bien,1
2100,1299,una draga casi me golpea,1
2101,1300,deb ryan show en una escala del al que tan homosexual eres,1
2102,1301,confirmen si rafael inclan es trans feliz sabado senadora piltrafa url,1
2103,1302,ya en cancun rt y subo un contenido mas cachondo siempre disponible transexual de calidad url,1
2104,1303,desanima un poco el doble discurso en el drag de tenemos que apoyarnos entre todes y luego no hay oportunidad en lugares para mas variedad de talento drag,1
2105,1304,y el que sea trans se vuelve irrelevante por el hecho de que todos los hive son hembras menos crota y oryx,1
2106,1305,oigan fuera de pedo veanlaa eduquense respeten su cultura maricones url,1
2107,1306,mujer trans lesbiana cuenta como acepto su orientacion sexual homosensual via soy homosensual url,1
2108,1307,alguna pareja que quiera salir este viernes por la noche con esposa paola y conmigo la idea es ir por unos tragos charlar y conocernos y si hay quimica irnos a pasarla bien los pao muy bi y yo herero somos de cdmx,1
2109,1308,luis zapata me enseno que ser loca y jotito desde chiquito estaba bien a braulio peralta no le debo nada ni el respeto,1
2110,1309,somos los jinetes del apocalipsis hambre peste muerte guerra y tono tono es mi hermano el rarito mama me obliga a traerlo,1
2111,1310,si su dia ha estado muy mal les informo que me gusto canon un nino y resulta que es gay fav zi k trizt,1
2112,1311,xander rca si mire senora no es mi culpa que el mayate no se la haya comido anoche si se quiere quejar puede subir las escaleras al fondo a mano izquierda esta trabajo social si le abren la puerta y la atienden se desahoga,1
2113,1312,solo porque un hombre tenga una forma de actuar delicada y considerada femenina no significa que sea homosexual y viceversa ah pero la masculinidad es fragil e imaginarse eso espanta y enoja a muchos,1
2114,1313,pongantusawee puta para que quieres viejo si aca puedes llegar y vamos,1
2115,1314,jan practicando esos movimientos que disfrutaras en foro amberes zona rosa cdmx men donde los strippers te bailan a url no a tus amigas team charly diaz gays gay gaybar cdmx show strippers showbar url,1
2116,1315,y ahorita dos personas me han preguntado la hora creo que el manza las trans como como capibaras amixes de todoos,1
2117,1316,multimediostv ernesto chavana senor chavana me gusta mucho el poema cree que podamos llegar a ser novios y mi pregunta es como me va a ir en lo general soy del de agosto del soy una trans de ecatepec es show,1
2118,1317,menino lambrini joto yo la vi la semana pasada y si quede muy shock con todo lo que pasa es una realidad que sucede ademas de que me gusto que no manejaron cliches,1
2119,1318,y ya andamos aqui en puebla por si alguno de mis fans quiere verme agenden cita solo hoy transexual puebla shemale femboy travesti tranny la mas puta sexy sensual y depravada kendra url,1
2120,1319,ramos ya me da risa marica jajaja,1
2121,1320,emmanuel pena f le dije joto,1
2122,1321,me movere hasta provocarte tu mejor orgasmo cool paradise paraiso bosque jardin gay url,1
2123,1322,alfredo la momia fernandeznorona si te refieres a mi papa tu no lleva acento entonces trio de gays,1
2124,1323,aurelionuno clase transexual grabada en colegio hay ninas con pene la ciencia no puede saber si soy hombreurl url,1
2125,1324,descansen homosexuales bye,1
2126,1325,lul ola soy una chica travesti lesbiana y ando en busca chica bi para que sea mi ama url,1
2127,1326,este soy yo guatemala cdmx mexico chapinenmexico producer artist productionlife filmphotography comercial music productor gay fashion gaymen loveislove music en mexico city mexico url,1
2128,1327,no dejare que nos sigan pisoteando a nuestra poblacion trans por ello acompano a vania en la interposicion de su denuncia en contra del consejero pte del ieeags luis fernando landeros por violencia y transfobia institucionalizada ante la fiscalia en delitos electorales url,1
2129,1328,not el joto de the staircase siendo asesinado con bad romance de fondo url,1
2130,1329,amikos creo que me enamore de una chica trans,1
2131,1330,el presidente es homosexual url,1
2132,1331,tu dices me entere de que una amiga de la prepa resulto ser lesbiana y el entiende trio,1
2133,1332,estados ser homosexual delito en paises informe diario oaxaca url via diarioaxaca url,1
2134,1333,a unos dias del show xx en vivo con el delicioso soyzonicman sabado diciembre just for men revistaboysmx lavaderomunecas joto ddiamantes gayguidemexico osos musculosos m revista crush black club gt mayatitos sonsexyschicos gt guide url,1
2135,1334,por que yo no he comprado mis doritos mx de jotito,1
2136,1335,muchos padres se enojan porque sus hijos son homosexuales y el mio me pide a gritos que sea lesbiana,1
2137,1336,veo muchos rayados aplicando el consuelo del joto me cojieron pero se la cague tuca ferretti ju,1
2138,1337,quieres hacer mi putita bb,1
2139,1338,no era url era h o m o s e t z u a l,1
2140,1339,con esta pinche suerte ya pienso que talvez soy lesbiana y yo aqui jugandole a la hetero,1
2141,1340,soy tan gay cuando me url,1
2142,1341,bueno pues acabo de hacer un trio bisexual,1
2143,1342,me dijeron linda en el super ya soy trans,1
2144,1343,hoy a las en el museo del chopo mesa sobre historia lgbt en mexico aprende tu historia respeta tu cultura maricon url,1
2145,1344,la iglesia ama a los homosexuales por eso rechaza el matrimonio gay el bestiario url observa primujer observatorio pri,1
2146,1345,oigan andarescc se les olvido que los homosexuales van en buen numero con ustedes mal por clausurar una tienda,1
2147,1346,marica esa cancion de jordan puede ser muy nera guisa lo que sea pero hpta cancion tan buena,1
2148,1347,luis vix hoy es viernes de vestidas no,1
2149,1348,selfie thebeardedhomo cdmx en centro de atencion a transgenero integral cati url,1
2150,1349,tok es como una piedrita en el zapato de bi tal vez no muy grande pero ahh que bien chinga,1
2151,1350,abril berrinches rconr raul morleylt la lucha feminista tambien es de los hombres de aquellos a los que se le han arrebatado una hija hermana amiga y luchan por la justicia lo es para aquellos que son tachados de maricones por expresas sus sentimientos eres parte de cualquier lucha cuando empatizas,1
2152,1351,ya hice el trenecito bi pero siempre sere el que penetra url,1
2153,1352,realiza tu pedido ahora ropa interior ya en gravitymty calle matamoros barrio antiguo monterrey guadalajara jalisco cdmx mexico saltillo gay jockstraps suspensorios underwear swimwear gym gdl mty jal tanga thong shop boxer calzones url,1
2154,1353,black road t viejotos viejos url baia baia,1
2155,1354,te duele gay ay dios queretaro gaymex chacalon chacal barebackbreeders bareback bareback ass url,1
2156,1355,elan buenos dias marica mayor para informarte que casi es viernes y tambien navidad,1
2157,1356,yo aqui tomando cafecito de media tarde ustedes que tal ya les dieron permiso y los perdonaron los fanaticos religiosos por ser homosexuales pecadores,1
2158,1357,pues un rato en el parque selfie selfish selfishness selfiegay gay gayman gaylive url,1
2159,1358,ser gay en twitter ser gay en la vida real url,1
2160,1359,lyn may comunidad gay los amoo ustedes son los mejores voten por mi yo quiero cantar es url,1
2161,1360,apoyo y agradecimientos al futbolista josh cavallo tras declararse gay url,1
2162,1361,se me hace una pendejada que la fifa multe a mexico por un grito que su punto no es ser homofobico y este premiando con un mundial a un pais donde ser homosexual es ilegal pero bueno vivimos en un mundo donde un idiota manda a encarcelar ninos,1
2163,1362,luis angel te hubiera gustado joto jajaja,1
2164,1363,mujer habla sobre su cuerpo los cuirs inmediatamente url,1
2165,1364,ultimamente ponen patriotas gay s en las series ahora twd no fue la excepcion muy bien fox url,1
2166,1365,sabias que zapopan ya cuenta con la correccion de actas de nacimiento para personas trans el derecho a la identidad de genero en nuestro municipio ya es una realidad mes del orgullo pride url,1
2167,1366,por eso a szurita nadie razona como el disparamargot sobre la homosexualidad a leer sensacional de maricones,1
2168,1367,chale acompane al mike al bodega y en la caja le agarre la espalda y la cajera se me quedo viendo como mira este joto jajaja,1
2169,1368,por que la mayoria de los homosexuales tenemos fetiche por los pies o o url,1
2170,1369,alexa si jota vamos por otros,1
2171,1370,disponible chicas transexuales para cumplir tus fantasias y pasarla rico queremos que nos den su lechita denle rt amores tampico madero altamira trans girls trios url,1
2172,1371,llamame gay pero yo la hago gritar mas cuando la sigo en twitter que tu en la cama harry styles,1
2173,1372,solo por mi culo soy transexual,1
2174,1373,recap es hijos de parejas gays como hablarles de homosexualidad el hijo de una pareja homosexual podria confundir su opcion sexual el que un nino tenga dos papas del mismo sexo no significa que va a ser un url no funcionan bien como url,1
2175,1374,flintstone lynnfainchtein amarlo apoyarlo tratar de ser buen papa nada cambia miedo que fuera homosexual y no se atrviera a disfrutar su sexualidad o que viva sin amor o peor que no respete el derecho de los otros que no celebre la diversidad,1
2176,1375,sonador de azotea joto cdmx tendedero lavandera parroquia de santa maria de la natividad url,1
2177,1376,rocioss y no sera tambien jota o sea levis pinche miss piggy tambien ha incurrido en peculado pero se sabe cubrir que coma burguer,1
2178,1377,mwes historias de lesbianas y transgeneros en la ultima campana publicitaria de absolut es sobradamente url,1
2179,1378,vi a alguien mordiendo un billete y lo primero que se me vino a la mente fue decirsele que asco tal ves paso por la vagina de una puta jajajajaja ay galilea,1
2180,1379,cinco mujeres trans asesinadas en menos de una semana en mexico subiendo los indices en estos crimenes de odio un conapred fgrmexico senadomexicano mx diputados monicagarzag m olga scordero,1
2181,1380,karla travesti quiero mamar ese culito tambien esos huevitos,1
2182,1381,ay a veces si siento como que soy muy puta,1
2183,1382,amen me caga que me digan esa temporada ya la viste veces y traten de hacerme platica o que le cambie a mi progamas de dragas les vale verga si quiero la veo veces mas cual es el pedo url,1
2184,1383,url ahora que hay erickito por que puedo por quiero y por que se me da la gana estilista profesional gay boy soy mi propio estilista y realmente profesional monterreycity ciudaddelasmontanas url,1
2185,1384,me preguntaron por que segun ustedes las personas van al infierno por adulteros por borrachos por homicidas por ladrones por homosexuales por mentirosos,1
2186,1385,ver dragas con mi suegra,1
2187,1386,yo tratando de borrar tu recuerdo y no se puede v desgraciada pintura que no quiere agarrar xo hay que darle otra pasada manurl gayselfie gayboy elhombredelacasa inventada fy foryou gay url,1
2188,1387,los homosexuales y su capacidad de convertir cualquier red social en puteria briceno nestor url,1
2189,1388,es lesbiana pero tiene una hija eso es un trauma con los hombres no una preferencia sexual,1
2190,1389,ojo para las personas trans no todo acaba con una cirugia o con tratamiento hormonal el seguimiento de la salud del sexo con el que originalmente nacieron debe continuar toda la vida transgender transgenero url,1
2191,1390,disfraces de halloween cada anurl las mujeres son url los hombres son super heurl las lesbianas son url los jotos son vestidas o url happy,1
2192,1391,marica url,1
2193,1392,proceso mujer que se enamore de quien sea mientras sea de un adulto que sea lgbtt pan trans o antrosexual disforico o no url que sea lo que quiera,1
2194,1393,poncho de nigris y no solo pienses en gays o lesbianas hay mucho mas madres y padres solteros abuelitos que crian a sus nietos huerfanos o tios o solo los hermanos en fin abre tu mente y tu corazon,1
2195,1394,estan viendo que la nina es lencha,1
2196,1395,nuevo leom defiende a muerte la vida de una madre y del producto de su embarazo pero la vida de un gay de una lesbiana de una persona trans vale menos por el simple hecho de serlo si estan bien malitos los diputados regios url,1
2197,1396,gay paradero paseo de la reforma url,1
2198,1397,me gusta como en drag race espana le dicen el grinder y el poper jajaja,1
2199,1398,mikesnkkof pues en usa si lo creoahi es donde llega simon es donde conoci el tema trans la peli donde sale la manuela de eugenio cobo su personaje era travesti,1
2200,1399,seas mamon que pinshis hermosa se ve yos sto p hasta heterosexual completamente por que bisexual me ando volviendo url url,1
2201,1400,queer eye stranger things y la casa de papel ijole me urge ponerme al corriente,1
2202,1401,oscyrossw yo soy bisexual,1
2203,1402,un dia como hoy pero hace anos estaba feliz con mi balon de fut mis guantes y mi playera de jorge campos porque machorra,1
2204,1403,pepe yteo como me quede puro chisme gay url,1
2205,1404,rip joanniso recuerdo de sus amados chakales meemo herdez pinchebasico y juanjoys matan a reina de belleza gay en veracruz url,1
2206,1405,camina mas afeminado epn que la gaviota camina como trailero papa en mex,1
2207,1406,regina mov emiliano fz j me mamo que es trans lesbiana que loco cawn viva el libertinaje y las chivas y las cheves y las chavas,1
2208,1407,buenos dias miembros del imperio gay,1
2209,1408,un compa postea la historia de la chica trans que es uber en puebla y ella super perrisima url,1
2210,1409,huevo darwin quien insulto ejemplo mi mama me ama pero se fue a otro pais a vivir con mis hermanas porque ellas la necesitan mas ahora mismo es en ese plan amo a toda la banda diversa pero mis lesbianas sufren el ser homo y el ser mujer,1
2211,1410,baks live la costumbre chaira de pretender insultar con imagenes homosexuales evidencia sus filias y nivel educativo e intelectual,1
2212,1411,una vez un bato lit me dijo que me queria coger vg le dije como veces que yo no era gay ni mayate y el bato castre y castre ahora ya se que sienten las morras cuando un bato las esta castre y castre,1
2213,1412,jose luis hs los espartanos tenian relaciones homosexuales a eso no,1
2214,1413,aqui dando la vuelta en guanajuato mujertrans transexual travesti nena gay mujer scort sendnudes url,1
2215,1414,ay amaury mi amor precioso en la mas draga amaury mendoza b lo amo para siempre,1
2216,1415,rheimy acaso estas en contra de las chicas trans que se han sometido a cirugias para tener senos conclusion tu tuit es hate speech,1
2217,1416,yo todavia me sorprendo cuando alguien le pregunta a un bisexual pero cual genero te gusta mas,1
2218,1417,somos pareja de cuernavaca ella bi te animas,1
2219,1418,el arzobispo primado de mexico pide perdon a los homosexuales por haberles ofendido url via el pais,1
2220,1419,kattaloc en mi familia los de la vecindad de los locos se sienten orgullosos porque en la familia no hay jotos podra haber ladrones embusteros borrachos empedernidos pero nunca homosexuales,1
2221,1420,siempre que recuerdo mi pasado closetero digo chale perdi mucho url nunca es tarde para ser quien eres cada dia mas feli de ser lesbiana,1
