sub_id,content,label
3358_Track1,"@perra_amargada Llevo como seis meses con ganas de hacer un post de [ foto de gente turbo queer o genderqueer ] / [ foto de reunión de rads ]

Y el caption “¿QUIÉN ESTÁ COMBATIENDO MEJOR LAS REGLAS DE GÉNERO?”

Siempre se me olvida. O algo se enreda.",NP
3359_Track1,¿Qué partes de la película Great Freedom fueron realidad? ⛓🏳️‍🌈 Te decimos: url url,NP
3360_Track1,"@JurassicDude los baños de hombres tienen TODO para atender hombres y mujeres, pero mandan a las mujeres ""por allá"". Y luego la gente Trans?",NP
3361_Track1,"NUEVO VIDEO EN DIAGNOCIS... Hablo de ser trans especie, con maquillaje por @yarecornio -&gt; url

¿Me ayudan a compartir?",NP
3362_Track1,Soy fan a morir de GDL. ¡Asomarte por un chou y hacemos cosas súper jotas en público! url,NP
3363_Track1,"@dxtr_ @SoyLaChachis Yo soy mujer. Mujer trans. ""Una trans"".

Hombre trans es quien se le asigna mujer al nacer y transiciona. Ahora es hombre. ""Un trans"".",NP
3364_Track1,@laurelyeye La prueba está en que los hombres trans automáticamente nunca están en estas discusiones caray.,NP
3365_Track1,"Ideología de género es otra palabra para ""trans"". Es ese concepto (comprobado) que el género se asigna socialmente, no biológicamente. url",NP
3366_Track1,"Lo más leído de la semana: Cómic 33 de ""Gay Days"", el descubrimiento de un pasivo por ser activo xD url",NP
3367_Track1,"@bertoh__ @ZomVieck JAJAJAJA qué bonito
Aunque en serio, si los gueyes dejaran de golpear mujeres Trans en citas sería mejor.
pero, chingón",NP
3368_Track1,@Tusico @blim Si hay una relación homosexual sin sexo entre Gutierritos y Mauricio Garcés. Está usted en lo correcto,NP
3369_Track1,@DouglasparedesS @Jacquie_LHoist @ManceraMiguelMX @NoticiasLGBT @CentroTrans @HermanxsMX @vico_volkov @Marckpa00as @gislennez @Averana1 @jandradej En la revolución hubo un hombre trans. nada de esto es nuevo. Lo qué hay es mucha ignorancia si esto se considera “nuevo”,NP
3370_Track1,Jimmy Morales: cristiano evangélico -rechaza el aborto y el matrimonio gay- y le apoya por el ejercito url,NP
3371_Track1,por higiene no discutamos oootra vez si los gays y las mujeres tenemos derechos. Hablemos de la insubordinación del Arzobispo al E Laico.,NP
3372_Track1,Dejo este tuit acá pa’l próximo genio o genia transfóbica que argumente las mujeres trans somos la amenaza de la sociedad y de [inserte situación] debido a nuestros huesotes.,NP
3373_Track1,@Yaz_paty Desde lo trans.. siempre invito a las mujeres feministas a considerar que yo DECIDÍ a conciencia el transicionar y vivir todo lo femenino.,NP
3374_Track1,"Ora solo dejo la duda, ¿cuanta más gente que conocen es trans y no lo ha dicho? 
¿Y SI USTEDES SON TRANS Y TODAVÍA NO SE LO HAN DICHO A USTEDES? CHANCHANCHAN.

(Okya. Neta celebro lo de NikkieTutorials, es una rockstar) url",NP
3375_Track1,"@NutritionXenia Si te interesa, checa el método powers de transición hormonal.

Ignora WpATH y se va con la ciencia más moderna, con TANTAS cosas que es nomás asomarse y te das cuenta el sistema que se ocupa ahorita es tantito “anti trans”.",NP
3376_Track1,"¿Les saca ronchas la inclusión y las adaptaciones recientes al lenguaje?

Las #NoticiasDeLaMañana de #hoy son para incomodarles. Tenemos entrevista con @V_Vico_Ortiz de #SoldadosoZombies, hablaremos de infancias trans en el cine, #Gonzarella y más 👉🏼 url url url",NP
3377_Track1,"“Se va a llevar una gran sorpresa” 🤣

OH NO.. CUIDADO MBA00É QUIEN HA SALIDO VARIAS VECES CON Una MUJER FIGURA pÚBLICA Y MUY FAMOSAMENTE TRANSGÉNERO. 

LOS ALTOS DETECTIVES DE SOLO FÚTBOL LOGRARON DESCIFRAR UN DATO SÚpER SECRETO Y TE LO ESTÁN NOTIFICANDO. url",NP
3378_Track1,@paola_Rojas_H @barbaraderegil apoyando a la comunidad gay en @cabaretito 👏👏👏 url,NP
3379_Track1,"@romjin_lagne @pacoleonbarrios Creo que paco es el que menos cartas tiene en este asunto. Está representando un papel escrito para el y.. lo actúa bien.

Es más el _diseño_ del personaje en sí que le salta a las chicas trans. url",NP
3380_Track1,"Cuando una mujer trans es protagonista de un programa en Colombia, hay una sensación de satisfacción al ver un país que avanza 
Bravo, bravo @CanalRCN",NP
3381_Track1,"@copyNinja__ @HaliaSol @khuriel Si su nombre es monosilábico, tiene tres letras o bisilábico pero las sílabas aliteran o riman, 
es persona no binarie.",NP
3382_Track1,"Muchas veces me han preguntado: “Oph, mi pareja/primo/tía/compañero de trabajo es trans.. ¿que hago?”
Acá una guía url

Gracias @AndreQuirogaV por la idea de hacer el video ^_^",NP
3383_Track1,@TheNifel De hecho una psicóloga un día me dijo “en gente Cis se le dice Ansiedad de Género a lo mismo que la gente trans le dice Disforia”,NP
3384_Track1,Todos los gays según el director de Six Flags México url,NP
3385_Track1,"@altsps algo más de atravesará... Trans-especie? Gente con rasgos animales etc.
Lo que sí es, Trans no va con la ropa. pero te entiendo.",NP
3386_Track1,"@soytopi Hola, ¿aceptas a gente trans y/o LGBT+? 
sé de par amigas que les interesaría un buen.",NP
3387_Track1,"No conocen de suficientes personas trans ni para completar UN equipo de fut pa’l tochito y ya nos culpan de borrar/trasladar/desplazar a TODAS LAS MUJERES DEL MUNDO.

¿Qué creen que somos? Superborradores sayayin?",NP
3388_Track1,"Ya ni sé por qué me hago el daño de leer a las feministas radicales transfóbicas.

El día de la remembranza trans golpearon a una chiquita trans. ¿Las Rad? “Eso no pasó” “fue un montaje” “claramente fue un ataque personal, no violencia de género”. url",NP
3389_Track1,Recordando obra Gay mexicana muy buena en @Helenico Estúpida Historia de Amor en Winnipeg url vía @YouTube pronto volveremos a levantar el telón @JoseRaBerganza @martinsaracho_ @Milleth_Gomez @carlostalancon,NP
3390_Track1,"@Marcoswin7 @rafex @LaisaMR La gente religiosa LITERAL corta genitales a recién nacidos, con la práctica de la circunsición.

Que, de paso.. la ley de infancias trans es solo para cambio en el registro civil. nada de cirugías, nada de hormonas. Dejen de inventar. url",NP
3391_Track1,"@DilaurenttiCris en Colombia hay mucho tema TRANS en tele no? Endry, Michelle, Kim. No?

/ @vico_volkov",NP
3392_Track1,¿Qué vas hacer este fin de semana? Aquí las mejores fiestas queer: url #TimeOutGay,NP
3393_Track1,"@Nebel_fleck Acabo de hacer un TikTok donde denunciaba el riesgo en el deporte femenil no son las mujeres trans (con estadísticas) sino el boom en hombres entrenadores violadores.

Ellas: “si si, pero las mujeres trans = injusto”. Ni pio de los violadores.",NP
3394_Track1,"@elvirarelv Yo no quiero que se vayan nunca. Las etiquetas son vitales. “Mexicana” es una etiqueta, “abuela” es una etiqueta.

Lo que se tiene que ir es que discriminen por ellas.

De resto, DELI tener millones de etiquetas. Soy proud Mujer (etiqueta) trans (etiqueta) colombomexa (etiqueta)",NP
3395_Track1,"Qué terrible que de nuevo sea la comunidad LGBTQ+ —en particular la comunidad trans— el distractor para que en la política desvíen la conversación sobre los problemas reales (la crisis climática, la violencia por armas de fuego, los crímenes de odio y feminicidios). #Orgullo",NP
3396_Track1,"@SandyCoben @JuanBertheau @dacostacristina ve, mis primeros meses trans. Me TOCA usar tacones ?? Soy mujer. url",NP
3397_Track1,"Nunca te calles, que te digan mil veces estupida, loca, que te insulten, que te tiren piedras, que te quieran muda, que se atrevan a juzgarte y que te odien si quieren, pero no te calles. La vida no la viven más bonito los que se callan, no. Insúltame y vuelve a hacerlo, jamáurl url",NP
3398_Track1,"A mi CV le debo agregar “intérprete traductor para shows drag”. ✨💖 

📸: Con la fabulosa @JewelsLongBeach en la Conferencia Mundial de la @ILGAWORLD na0nana en Long Beach🇺🇸 (6 de Mayo). url",NP
3399_Track1,"@panchogarfias Se lo puedo asegurar que el creador de La Más Draga ha abierto google para buscar del tema bastantes veces más que usted.

También lo ha hablado con sus amigos amigas y amigues que viven con el tema de a diario, más que usted.

También está más informado.. más que usted.",NP
3400_Track1,"¡Acá nadamás nos tragamos las puras ‘jotas’! Ay @yolandandrade, no url 📺🤣 #MontseYJoe #TodosSomosUnicable #públicoConocedor @analudominguez @marlenefavela_ @Montserrat33 @UnicableOficial url",NP
3401_Track1,Idea millonaria: hacer una Banda musical tapatía con pura gente trans. TRANS-pORTER.,NP
3402_Track1,"@JavierBitacora @littlepameli por que es a mucha honra ser mujer trans. ""si un hombre español es a todos los efectos un hombre.. ¿por que decir que es hombre español y no solo hombre?""",NP
3403_Track1,"@sof_j No entiendo.. ¿usó el término ""lesbiana"" como.. insulto? 😂",NP
3404_Track1,"@DarkByteMX a mi, un chingo. Que la gente se empape mas del tema trans siempre será mejor.

/@btravenna4",NP
3405_Track1,"Los discursos discriminatorios por transfobia desde los curules y la academia contribuyen a violencias en las calles en contra de personas trans. 

Quienes están en riesgo son las mujeres trans, no la gente cis. #CinemexTransfóbico url",NP
3406_Track1,"@mariegalart @patypinata La súper incluye. Hasta hay bandera.

 y.. ¿como creen que quieren disolver la diversidad? No por que alguien tiene problemas con que yo sea mujer ahora voy a andar por la vida diciendo SOY OpHELIA.. HUMAna

Soy Mujer. Mujer Trans. Mis etiquetas con orgullo. url",NP
3407_Track1,"Hoy en @GamerStyleMX vamos a hablar de pUBG. Juego que yo llamo ""El caballo homosexual gringo"". Al aire les explico.",NP
3408_Track1,"De hecho, la gente de @UbisoftMexico ha sido lo máximo conmigo y consultando para el tema Trans en sus juegos. Mucho cariño con ellos.",NP
3409_Track1,Ya descubrí no soy la única mujer Trans en #MECImx url [closet] entonces me huye :(,NP
3410_Track1,"Septiembre 🏳️‍🌈
Mes de la patria. 🇲🇽

#gay #queer #lgbt #pride #gayboy #mexico #september #gayhot #diversity #activism #heels #horses #homosexual #marica url",NP
3411_Track1,¿Aceptarías a tu hijo si fuera transexual? @RocioSAzuara tiene el desgarrador testimonio hoy a las 1na:45 pm en la repetición de @La3EnDiscordia por @UnicableOficial 💔🏳️‍🌈 #LoveIsLove #pride #LoveWins #FelizJueves #TodosSomosUnicable #La3raEnDiscordia 📺🍎 url,NP
3412_Track1,Realizan funeral masivo en Chile por asesinato de joven homosexual url,NP
3413_Track1,"@sof_j Ejercicios de empatía. El ""cambio de etnia"" siempre sirve para que la gente piense ""me puede pasar a mi"".

Lee cualquier noticia y reemplaza ""trans"" por ""mexicana viviendo en Estados Unidos"" y ve como la gente se le abren los ojos. (puedes reemplazar por lo que quieras)",NP
3414_Track1,"Ya perdí control de cuánta gente trans conozco, somos, hay, he visto y hemos hablado.

Es un problema feliz.",NP
3415_Track1,"@HelenaMeriN @FarahCubas @Romana0uella @Li_Kaczynski @anaisbernal @lara_santaella @SiobhanFGM @VelvetMolotov Me asomo para decir que es muy raro ese feminismo que solo es para cierto tipo específico de mujeres.

Así mismo, siempre que hacen reglas para excluir a mujeres trans.. acaban excluyendo a mujeres cis queer y de modos misóginos reducen a la mujer a su apariencia o sus genitales.",NP
3416_Track1,"Wow, vaya mes. Subimos a 3 mujeres Trans asesinadas (40 en el año a nivel mundial). url",NP
3417_Track1,"Hace nada postee el caso de la lesbiana que secuestraron y llevaron a Guadalajara para terapia de conversión.

Me dijeron “es un retiro, relax, allá no pasa nada grave”

Les comparto parte lo que sucede en esos retiros. (De paso por si pueden apoyar) 👇🏻 url",NP
3418_Track1,"Dado qué hay tan poca representación en los medios más masivos, acá les dejo una random escena de cariño homosexual. url",NP
3419_Track1,Me gusta hacer amistad con gays y url LA ONDA.,NP
3420_Track1,Queridos chicos trans gay que me dan follow. Que si por favor se hacen visibles. url,NP
3421_Track1,¿Ser una mujer masculina te hace lesbiana? ¡para nada! te hace una completa Butch ;) #TeamCabelloCortoyCamisaAcuadros url,NP
3422_Track1,"Una guía que expone mucho de los avances, retos y necesidades de las personas TTTRans en Latinoamerica
Me ha encantado este documental, obligada lectura. 👇👇👇 @marcela__romero @REDLACTRANS

url",NP
3423_Track1,"En el fútbol, desde siempre, en el llano y el profesional, en la cancha se dicen de todo;  negro, homosexual, url mil cosas más.
Hoy se escandalizan y dan golpes de pecho, por semejantes ""pecados""   url url",NP
3424_Track1,"@debland_arturo Justo creo que el problema no es quienes participan, sino cómo lo hacen. Los comités deben rendir cuentas de manera transparente. 

Las cosas cuestan, y hay formas éticas de cubrir costos y ayudar a recaudar fondos para colectivos y ONGs, priorizando a grupos trans, por ejemplo.",NP
3425_Track1,@CriSzis @ciegopositivo “Estoy con mis amigas los lesbianas”,NP
3426_Track1,En estos momentos en @canalcatorcemx. La lucha por los derechos y la dignidad de la población #trans url,NP
3427_Track1,#LoMásLeído » Aseguran que novio de J.Lo la engañó con un transexual url,NP
3428_Track1,"Derechistas haciendo un foro para hablar de las infancias trans. Ninguna AC que trabaje el tema, familia con infantes trans, o ACTUAL infante trans fue invitado a hablar.

¡Le están robando la idea a las mujeres activistas trans odiantes! Ellas hicieron este foro antes, papanatas url",NP
3429_Track1,"@cicconered88 si el premio hace que la gente hable de lo Trans. BELLÍSIMO

/ @Caitlyn_Jenner @glamourmag",NP
3430_Track1,"@tv_yazi @lydiacachosi Chin :/

Es famosa por odiar a la gente trans. De menos que no la celebren como pro-diversidad.

Que triste.",NP
3431_Track1,"@irenevaldivia_ Yeap, mientras más lo piensas más hace sentido su OBSESIÓN con nosotrxs. No hacen más sino hablar del tema trans.",NP
3432_Track1,Solo les quiero compartir como se ve el hotel donde estoy en Colotlan. ES Una ODA A LA BANDERA TRANS url,NP
3433_Track1,@CriSzis de hecho conozco a una amiga que justo procter &amp; Gamble no la contrato cuando avisó era trans. #BuenaspracticasLGBT,NP
3434_Track1,"En Oaxaca, candidatos hombres se hacen pasar por transexuales para cumplir cuota de género url",NP
3435_Track1,"@irenevaldivia_ .. ¿Fan de Sabrina, y topa a todxs atractivxs?

OIGAN TODXS, ENCONTRÉ A LA BISEXUAL. ESTÁ ACÁ, EN TWITTER. ¡VÉANLA!",NP
3436_Track1,"Bienvenidxs a la présentación de estos fantásticos libros que #MICGénerona018 trae a #Xalapa ""Nuevo Cine Queer"" y ""Cómo organizar un festival de cine con compromiso social"" en la @cine_luisbunuel.

#LuchaInspiraRevoluciona url",NP
3437_Track1,"#CrimenDeOdio 
Asesinan a golpes a homosexual, le apodaban ""La Barbie"" url url",NP
3438_Track1,"@elionoventa @AristotelesSD ¿Quien las quiere eliminar? Yo soy ORGULLOSAMENTE mujer trans. Así como también soy orgullosamente mexicana (otra etiqueta y no veo gente queriendo eliminar el mundial).

No por que a alguien le pese que sea mujer voy a decir ""hola, soy humana"". Soy mujer y mujer trans.",NP
3439_Track1,"Tras beso con la hija de Carlos Vives, Lauren Jauregui de @FifthHarmony se declaró bisexual  url",NP
3440_Track1,"@HelenaMeriN @FarahCubas @Romana0uella @Li_Kaczynski @anaisbernal @lara_santaella @SiobhanFGM @VelvetMolotov Y de resto. pues me da un poco de tristeza pensar que estas mujeres piensen que una mujer trans es la amenaza más terrible que tiene el patriarcado para ofrecer.

Cuanta energía tan mal gastada en donde no es. Y como sale de impune el patriarcado en que nosotras seamos el foco.",NP
3441_Track1,"@VanessaRosales_ Como mujer trans, aprendí muy rápidamente a deslindarme de los feminismos como algo propio.

Apoyo, impulso. pero he estado parada frente a TANTAS mujeres feministas que me dicen que “solo puedo ser aliada” que ya decidí “dejar así”.",NP
3442_Track1,"¿Aceptarías a tu hijo si fuera gay? ¡Todo puede pasar en @La3EnDiscordia! @RocioSAzuara le da su bendición a dos chicos homosexuales, mañana la repetición a las 1na:45 pm por @UnicableOficial ♥️🏳️‍🌈 #LoveIsLove #LoveWins #TodosSomosUnicable #La3raEnDiscordia #FelizMiércoles url",NP
3443_Track1,"@LuRiojas @AlcCuajimalpa @COpRED_CDMX @OphCourse @Alex_Orue @sof_j El cartel está sesgado. Muestra la foto de un hombre besando en la boca a un niño insinuando que los homosexuales son proclives a la pederastia. Es como si en un cartel se pusiera la foto de un papá , haciendo tocamientos a su hija y el cartel dijera: ""No a la familia""",NP
3444_Track1,"pues bueno. Hoy la @SRE_mx me va a dar una nueva carta de naturalización. Me dicen ellos que es la primera que lo hacen para una persona trans.

INMIGRÉ DOS VECES CARAJO.

Como yo lo veo, puedo tener dos nacionalizaciones por que la tinta con la que puse mis huellas SE BORRA. url",NP
3445_Track1,@Feliz_pillo o que una persona Trans tenga que estar operada,NP
3446_Track1,"@darcyquinnr seguro, pero es irresponsable que un medio no este educado para apoyar. Es entrevistar a alguien gay y decirle maricón al aire.",NP
3447_Track1,"@sof_j @HermanxsMX @tania3651 @Marckpa00as @IanDerekAlexanna @samdylanfinch Uyyy hombres trans chulos, por los millones. pero estos acá arrobados son muy muy buen lugar de inicio.",NP
3448_Track1,"Si existe “la más draga”, estamos de acuerdo que ha de existir también “la medio draga” “draga 80%” “draga 10%” y “draga con áreas de oportunidrag”",NP
3449_Track1,"Me urge que el mundo te conozca y que se empape de la belleza transgénero colombiana.

Un abrazo mija. url",NP
3450_Track1,"¡NUEVO CÓMIC! Gay Days ""Activo"", un mundo lleno de satisfacciones les espera a quienes cruzan la zona  ""pasivo"" xD  url",NP
3451_Track1,"@alessandro_o_d así que la etiqueta para alguien que no es trans, es cis. Mucha gente es cis.",NP
3452_Track1,"¡Construyan baños para trans!

Nomas que no son gratis. Si gustan no vaya a su baño, nomás dejen su donativo en url donde recopilaré dinero para susodicha construcción.

Ojo que son muchos baños por ciudad. Entonces por fa donen doble, o triple.",NP
3453_Track1,Transexual se suicida tras enviarle un mensaje a Lupita Jones url,NP
3454_Track1,#Gandalf celebra legalización de matrimonio homosexual con propuesta url #LoveWins url,NP
3455_Track1,"@Romantisismica La vexilología de la diversidad es INMENSA. Sobretodo porque las banderas son de comunidad. Bien puedes proponer una tu.

Como la bandera BISA de los feminismos url url",NP
3456_Track1,"@julie_neuhouser @darkmoonselina @khuriel Sin mencionar que las YouTubers trans con más seguidores/audiencia .. del mundo, son mexicanas (creo, estoy 90% segura de esa)",NP
3457_Track1,"@Betty_Moon @pipegamboas @MATIGONZALEZGIL @OlgaMateron @LAURAWEINS @emecastellanos @JulianaSalama11 @gislennez @TSM_es Jazz Jennings
Caitlyn Jenner
Laverne Cox
Daniela Vega 
Linda Yepes

Así al chilazo. Si le añadimos radio y teatro se me ocurren otros 5 nombres.

Los que si que no hay son los chicos trans.",NP
3458_Track1,"@netronicus @SATsincitas @ashleyfrangie @dannymndz @SATMX En La paz tampoco podría hacer mi trámite. Mismo tema, lugares sin leyes de documentos trans.",NP
3459_Track1,"@darkmoonselina Ninguna medicina, tratamiento, cirugía, pastilla o inyección se desarrolló para la gente trans. TODO es para la gente Cis y nomás nosotras lo ocupamos.",NP
3460_Track1,Que calor! By @margaretyya #iconic #dragqueen #drag #star #diva #religion #suck #dick #manunna #UnnaYYa en La purísima url,NP
3461_Track1,"Ah, bueno, pero si de pendejos hablamos, este ""gay de derecha"" le quita el puesto a todos 🙄🙄🙄 url",NP
3462_Track1,"pensar que he dado TANTAS entrevistas y en ninguna he dicho cosas como ""soy trans por culpa de ventaneando"" o alguna mamarrachada así.

""Todo comenzó... con el beso de Sergio y Marimar""",NP
3463_Track1,"@callmezander1 @BrunoOlvez @Lamasdraga @WorldOfWonder @Rupaul ¿Cuando han visto? A cada rato. 

Y cuando Rupaul da explicaciones es para disculparse por ser insensible con la gente trans url",NP
3464_Track1,"RT @Gaboplatas: @OphCourse e Impa, Yuga, también entrán como personajes LGBT? &lt; según yo, Link es una turbo lesbiana.",NP
3465_Track1,"@carlo_santi90 @senorita_p @pxmrn wat.. CHICOS, CHICOS trans.",NP
3466_Track1,"Luego y piensa una que pues si. Son los mismos idiotas que no reciclan a riesgo que alguien piense son gays. 

Wuuuh 🙄🙄🙄 url",NP
3467_Track1,"En mis sueños siempre he sido mujer, pero no trans.

Es raro despertar y como.. darte cuenta.",NP
3468_Track1,"Cuando me dicen “no hay ningún [ x profesión ] gay”

Yo solo pienso JAJAJAJAJAJAJJAJAJAJAJAJAJAJA

Aplica para futbolistas/boxeadores/músicos rancheros/policías",NP
3469_Track1,Nota principal de #sucesos » Lesbianas se ponen a prueba a sí mismas url,NP
3470_Track1,"No es “imparcial” que le jueguen a diluir lo peligroso de los discursos de Ernesto D’Alessio en su titular/copy, @SinEmbargoMX. Si se dice algo que es discriminatorio con las personas trans, ES transfóbico.

No validen “opiniones” así, ni siquiera de forma indirecta. url",NP
3471_Track1,#DeIdaYVuelta pastelero niega servicio a pareja homosexual vía @adn40mx url,NP
3472_Track1,"En la constituyente de #CDMX el @pESoficial00N se opuso a: 
#AbortoLegalYa
#MuerteDigna. 

Han promovido objeción de conciencia, que vulnera derechos de mujeres y personas Trans.
Es una lástima que la mayoría los coloque al frente de la comisión de salud.
#SaludSinObjeción url",NP
3473_Track1,Me parece lo máximo por donde está tomando el drag contemporáneo. url,NP
3474_Track1,Otra lesbiana borrada aquí. Ojo. url,NP
3475_Track1,"@unamorsa @mitziroddz @1demerith es que, no entiendo el problema con decir ""soy Trans"" y ya. por qué chingados he de mentir.",NP
3476_Track1,"@ake_rubio Ah bueno. Cuando eres trans somos un IMÁN para esta gente horrible primeriza de “es que ya sé que quiero estar con una morra, pero una morra como tu. En el intermedio”.

O peor cuando dicen “un vato como tú”.

Van como 8 veces que me pasa algo así. FAAAACIL.",NP
3477_Track1,"@Cynnderela 👏🏻👏🏻👏🏻 Y no exponer que nos rechazaron en todos lados😅 un NO es un NO para un Herero, trans, lo que sea.",NP
3478_Track1,Ufff lo haría mil y una veces con la bandera trans. url,NP
3479_Track1,"@perra_amargada @sof_j Seh.

Añade que algunos de los conceptos de diversidad que manejamos son de literal .. AYER.

Literal Newsweek en 1995: HAY GENTE QUE NO ES GAY Y NO ES HETERO, SINO AMBAS. url",NP
3480_Track1,"@ElizaSonrisas ENTONCES hay HORDAS de gente por ahí que sienten atracción/erotizan a gente que a las malas les enseñaron que no deben/no pueden.

Y odian a la gente homosexual ya que tienen el pensar de “yo me negué mi gusto por los hombres .. ¿pOR QUÉ TU NO?”",NP
3481_Track1,La agrupación Familias Fuertes Unidas de tipo antiderechos y LGBTIQfobica insiste en acusar de “corrupción de menores” al grupo de Drag Queens que fomentan la lectura y la cultura por medio de su proyecto. Que alguien les avise que esa “denuncia” no procede y no procederá. url,NP
3482_Track1,"#EllasNuncaLoVanaEscuchar @tedisen 
En parejas gay: ""¿Quién es el hombre?""",NP
3483_Track1,"Que fuerte como tanta gente piensa que “lesbiana”, “gay”, “hétero”, etc tiene que ver con tus genitales. 

O que tiene que ver con el procrear. 

Vivimos en la era de los bebés de TRES fuentes genéticas. Reducir a las personas a sus genitales es a estas alturas, bizantino. url",NP
3484_Track1,"Mi columna @LaRazon_mx 

Ucrania y los derechos humanos, el factor religioso 

patriarca Kirill, quien argumenta que dejar libre a Ucrania, es permitir que reconozca derechos contrarios a su visión de la fe cristiana Los desfiles del orgullo gay 

url",NP
3485_Track1,"Ophelia ¿por qué eres trans? -&gt; naNOMACHINES

#MarchaporLaFamilia url",NP
3486_Track1,"García Lorca fue ejecutado por “comunista, homosexual y masón”  -  url",NP
3487_Track1,Famosa actriz de telenovelas ‘sale del clóset’ y revela que es bisexual url,NP
3488_Track1,Ay Wow. Keanu Reeves esta saliendo con una mujer trans. &lt;3 url,NP
3489_Track1,#Sucesos Niña transgénero podrá usar baño de mujeres url,NP
3490_Track1,"@sof_j Wat? Cuáles limites. Se agradece todo apoyo carajo

SUpOOOOOOONGO que ya si HAY que buscar límites.. Máximo pues evitar alguna forma de “blackface pero trans”:
“Vine a esta entrevista a hablar de la gente trans” (y no hay gente trans en el panel).",NP
3491_Track1,Oh mire. Biólogos dicen que cuando la banda dice “pERO LA BIOLOGÍA BÁSICA DE pRIMARIA NO pERMITE A LA GENTE TRANS”.. no saben de lo que hablan. url,NP
3492_Track1,"pues yo si quiero vivir en ese mundo de fantasía de las radicales transfóbicas donde las familias consideran puedes ser trans a la más mínima seña de disidencia de género 

.. más no hace lo imposible (incluido violencia) para que entres a tu rol de género asignado si o si o si.",NP
3493_Track1,Es que hasta insulta que le dediquen TANTA energía a decir que las mujeres “menos lo pueden” en esto del deporte trans. url,NP
3494_Track1,"NO MÁS pELÍCULAS TRANS DONDE LA TEMÁTICA SEA EL SUFRIMIENTO 
NO MÁS pELÍCULAS TRANS DONDE LA TEMÁTICA SEA EL SUFRIMIENTO 
NO MÁS pELÍCULAS TRANS DONDE LA TEMÁTICA SEA EL SUFRIMIENTO 
NO MÁS pELÍCULAS TRANS DONDE LA TEMÁTICA SEA EL SUFRIMIENTO",NP
3495_Track1,"@JennieloverK @Zull197na @danimaciassz Y la niña sigue de irresponsable viviendo la vida Loca. Entonces cuál es la solución ? “pues castiguen al que no se puede defender”,”el menos culpable en este caso”  “al más vulnerable” “solo logremos qu nos acepten el argumento de que no es una vida y listo”",NP
3496_Track1,"6na.1% NO está de acuerdo en que el aborto sea castigado por la Ley
71.7% NO está de acuerdo en que parejas homosexuales adopten
#Encuesta",NP
3497_Track1,Lesbianas del futuro: “me llaman la voltea NFTs” url,NP
3498_Track1,"América Latina ofrece una narrativa contradictoria: la región tiene las tasas más altas de violencia contra la comunidad LGBT, pero también tiene algunas de las leyes más progresistas para la igualdad y la protección LGBT.  url",NP
3499_Track1,"@Alessandrana4x JJajaja CARAJO QUE NO VEN QUE AHORA SOY HETERO DE NUEVO?

ellos: SE UN GAY BIEN. EN ESTA CASA SOLO CRIAMOS GAYS DE HOGAR.",NP
3500_Track1,"Si eres hombre y tienes sexo con hombres o eres mujer trans, ven a Inspira y hazte una prueba rápida de #hepatitisc sin costo. url",NP
3501_Track1,El nuevo tráiler de #Bumblebee nos dice que la película es menos #Transformers y más #TheIronGiant. @paramountMexico url,NP
3502_Track1,"#Dallas
Entidades piden derogar protecciones de #EUA a estudiantes transexuales - LEE ➯ url url",NP
3503_Track1,"Justo. En general. Mis últimos años han sido de estudiar y aprender de:
- género, teoría queer
- biología, genética
- historia, argumentación
- religión 

Solo pa' poderle argumentar a la gente que yo.. existo. por que como joden 🙄

Y luego dicen la Cis-heteronorma no existe. url",NP
3504_Track1,"Hoy en, marcas internacionales que les iría mal (o no) en México: Cinco Jotas 

/vía @LaBestida url",NP
3505_Track1,"@marceloruiz “Trans identified Males”

por que:
 “mujeres”? no mames. Obvio son machos. -Trans Odiantes",NP
3506_Track1,pronunciamiento de las personas Trans de Nuevo León  url,NP
3507_Track1,"Miss Universo:
na017 - Rating más bajos de la historia
na018 - Escándalo trans

Victoria's Secret
na017 - Empresa a dos de quebrar
na018 - Escándalo trans

Bien lo dice Vico Volkova, el hate paga la renta. url",NP
3508_Track1,@jenjen3na0 @Milgoeshunting Las lenchas a la defensa.,NP
3509_Track1,"Este viernes los invito a que lean mi columna en el @Excelsior Les comento un poco acerca de Lori Lightfoot, la primera alcaldesa afroamericana y homosexual de Chicago. 
url url",NP
3510_Track1,"Libres e iguales. Es el lema del #DiaContraLaLGTBIfobia, con el que la #ONU urge combatir la violencia y la discriminación. Y fomentar la inclusión de las personas lesbianas, gais, bisexuales, transgénero e intersexuales. url",NP
3511_Track1,"@merisamaruren Ni hablar de cómo hombres o personas con falo, morras trans, gente no binarie.. ni se incluyen en estas campañas de VpH.

Solo es una cosa “de mujeres cisgenero alocadas”.

No bueno.",NP
3512_Track1,"Atención, mujeres trans en o cerca a la CDMX.

Si usted tiene una amiga trans que cumpla acá con los requisitos.. pásenle este dato 👇🏻 url",NP
3513_Track1,"Desde ya le tengo pereza a la -en camino- pelea tuitera que los transfeminicidios no son feminicidios por que las mujeres trans no somos mujeres blablabla 

Y así y esas cosas. Y la doctora Eli bien gracias. Bien muerta.",NP
3514_Track1,"@SandyCoben @SoyTato ese video es pro odio a la comunidad trans y travesti, sandy.
Se vale, pero sean honestos. No es ""por el respeto""",NP
