sub_id,content,L,G,B,T,O
217_Track2,"Pinches científicos pillos. Economizar el desarrollo de biocombustibles? nel, vamos a investigar cuáles animales suelen ser bisexuales, lol",0,0,1,0,1
218_Track2,"-Eres de mente abierta
-No porque?
-Y esos homosexuales
-No seas culero, son alumnos de la @UVM campus tuxtla.",0,1,0,0,0
219_Track2,No cabe duda que yo me visto medio vato y el se viste super gay😂😂😂😂,0,1,0,0,0
220_Track2,Enojarse con Sean Penn es de mujeres negras. Negras y lesbianas.,1,0,0,0,0
221_Track2,"Así nuestro México que consulta a un charlatán y transexual para ver como le irá este año, dan hueva paisanos #MhoniEsHechiceroDeSatanas",0,0,0,1,0
222_Track2,Jueguen pinches jotos que para ser campeón le tienes que ganar a todos,0,1,0,0,0
223_Track2,¿Descansaron al joto asqueroso de Alex Kaffie para que @LuciaMendezP estuviera en @programa_hoy ? 😂😂😂😂,0,1,0,0,0
224_Track2,Que chido estuvo el masaje! Lo cagante fue que al ultimo me di cuenta que era puto😶💥🔫,0,1,0,0,0
225_Track2,Si ya sabemos que te pones en cuatro por una chela y aquí vienes a tuitear que te haces la difícil. Jota ridícula.,1,1,0,0,0
226_Track2,Los vatos sacan el lado marica y las morras el lado sharmuta,0,1,0,0,0
227_Track2,"RT @danitafashion: Cuando de adultos deciden ser transgénero, pues va. Pero los niños son el reflejo de nosotros. ¡No los contaminen! &lt; wat?",0,0,0,1,0
228_Track2,(Igual y cachamos a un transformer con este tuit. Y miren.. NO ESTARÍA PARA NADA TRISTE CON ESO),0,0,0,1,0
229_Track2,@hdzcontreras no sea joto capi,0,1,0,0,0
230_Track2,"Qué jotos pero en fin, me caen bien jaja 😂 url",0,1,0,0,0
231_Track2,¿Tus papás saben que juegas a la bisexual en internet?,0,0,1,0,0
232_Track2,@_MiguelJasso @Abril_luna2 Ni t metiste joto,0,1,0,0,0
233_Track2,"Mariquitas, Mariquitas, como niñas siempre gritan. url",0,1,0,0,0
234_Track2,"Muero de risa cuando platico con un tipo que dice ser bisexual, activo súper discreto, pero jamás ha tenido novia y sus ex son pura jota 😂😂😂",0,0,1,0,0
235_Track2,Nada más peligroso que un joto con Autoestima demasiado alto!,0,1,0,0,0
236_Track2,@Reporte_Indigo Cuando los hombres den a luz en una sociedad pervertida y degenerada dominada por transgéneros sí.,0,0,0,1,0
237_Track2,@joker_hl @GerardoAtayde8 Cero y van dos puñal.,0,1,0,0,0
238_Track2,"Te mandaron al chorizo, puñal. url",0,1,0,0,0
239_Track2,"@LiLHeathenMMA pinche joto maricon, decepcionante tu participación, jamás pagaría por verte nuevamente en el octágono",0,1,0,0,0
240_Track2,No me deja de doler la panza por todo lo que he comido😖Que pasó amigo? Dónde quedó ese estómago de hierro? nos estamos poniendo medio gays.,0,1,0,0,0
241_Track2,"@CiroGomezL @lopezobrador_ Vean como el presidente electo por 30 millones de ilusionados con un supuesto cambio, no cumple nada de lo que ofrece. Aunque se trate de casos de vida o muerte. Ahora después del niño ahogado @lopezobrador_ reacciona, no por apoyarlo, sino por intentar no ser impopular. Maricon.",0,1,0,0,0
242_Track2,@NiurkaMarcosTv Creo que usted viene de una relación gay o lésbica verdad o es extraterrestre pero  confunda el amor como usted dice con una cogida. Los hijos sagrados y usted no tiene carácter social ni etico ni moral solo es su vana expresión queda shows. Por 1ra vez contigo  @_PonchoDeNigris,1,1,0,0,0
243_Track2,"En una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",1,1,0,0,0
244_Track2,"Intensamente y Creed, todo lo demás está de hueva, pretencioso y gay te odio puta chica danesa",0,1,0,1,0
245_Track2,@charlsjav Pinches jotos,0,1,0,0,0
246_Track2,Y la jotita Michoacána?,0,1,0,0,0
247_Track2,9 puñales viéndose fijamente. url,0,1,0,0,0
248_Track2,@MaricelaArnaiz @_Bisou_Caramel_ No soy puñal.,0,1,0,0,0
249_Track2,@Erik__Ra No uso desodorante ni artículos homosexuales yo huelo a hombre,0,1,0,0,0
250_Track2,@kazitas78 Se ven bastante jotos,0,1,0,0,0
251_Track2,@julio_t9 @CARandDRIVER @Hennessey_Perf que marica,0,1,0,0,0
252_Track2,@gaboo_o  e joto invitate a ver el juego el sabado jijiujiuj,0,1,0,0,0
253_Track2,Poropompom el que no salte es un chemo maricon,0,1,0,0,0
254_Track2,@oficial_AAAdave @Margarita_Ramss @TonyElpatron97 Calmate afeminado,0,1,0,0,0
255_Track2,Cómo por qué tiene 6 favs putos url,0,1,0,0,0
256_Track2,Puto el que lo lea :v,0,1,0,0,0
257_Track2,@MalignaBambola nonpues que esta ciego o que que una chica sexi te habiente el can .pues de plano es gay o algo le pasa y que mal por ti,0,1,0,0,0
258_Track2,Me sacaron una muestra de sangre 🩸 en la tarde y mi brazo aun siente dolor. Soy tan pinché maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy #inyeccion #muestradelaboratorio #sangre #MTY url,0,1,0,0,0
259_Track2,"Todos ofendidos porque Molotov cantaba PUTO, wey en México el PUTO no lo vemos como sinónimo de “homosexual” PUTO es el que le pone salcita de la que no pica a sus tacos, el que le va al America, el que se ofende de cualquier pendejada, esos son los PUTOS! url",0,1,0,0,0
260_Track2,@_ItzelArizpe pero pues esta bien. No? Aclaro que lesbiana de las bonitas. De las que salen en las porno y así. No de las de Tacubaya,1,0,0,0,0
261_Track2,@_AngelAlcala @amealegarza OH RAYOS! YA VINO EL JOTO,0,1,0,0,0
262_Track2,@revistaproceso pinche joto!,0,1,0,0,0
263_Track2,@43Danielsh sin ser joto,0,1,0,0,0
264_Track2,@caderas_blancas @FerLeon_Mx @callodehacha @lopezobrador_ Mira nomás! Y el hombre trans tiene escroto? Digo aprovechando el comentario,0,0,0,1,0
265_Track2,"@lord_inario No tiene, es puñal",0,1,0,0,0
266_Track2,"@KMbappe @neymarjr Nel mi #Mbappe, que chingue a su madre el putito de 💩 de #Neymar, un #AigrecitoJuerte y se cae pinque mariquita de miércoles #ALV",0,1,0,0,0
267_Track2,¿Desde cuándo los jugadores de fut se volvieron tan homosexuales? url,0,1,0,0,0
268_Track2,"@Kali_ta Que renuncie este estupido presidente antiPorfirista, y que renuncien todos los del senado de la Republica por permitir que  los maricas y lesbianas, y transexuales sean respetados. DEBEN SER FUSILADOS.",1,1,0,1,0
269_Track2,"@Luzkabrona no sabía que eras lesbiana aunque sí tienes como tipo de machete, pero me sorprende que te encueres😷😷",1,0,0,0,0
270_Track2,@EdgardBeltran @AlexBurruel1 no traen nada jotos,0,1,0,0,0
271_Track2,Esto está más montado que el pitó de una drag url,0,0,0,1,0
272_Track2,@normareyessolis los dos Jotazos ojalá fueran homosexuales pero son maricas con poder y de closet secreto a voces!,0,1,0,0,0
273_Track2,@LilveronicaR @marica_1029 my sueño hecho realidad. 😍 url,0,1,0,0,1
274_Track2,@RenaSuspendido @PonchoGutz Ya no contesto el jotito,0,1,0,0,0
275_Track2,Es un homosexual reprimido y por eso está resentido con la vida url,0,1,0,0,0
276_Track2,"Alguien recuerda cuando salió Justin Bieber con su sencillo ""Baby"" y todos pensamos ""que bueno que le den la oportunidad a una lesbiana""???",1,0,0,0,0
277_Track2,@RoVazquezL y es un joto pocos huevos. Si tienes foto: dm y la publicamos nosotros!!!!,0,1,0,0,0
278_Track2,@_MichelleSamano El niño parece doña cincuentona lesbiana del sur.,1,0,0,0,0
279_Track2,Este marica solo se quiere deslindar de sus promesas de campas. url,0,1,0,0,0
280_Track2,Ser valiente ponga #Foto y no Sea #Maricon  yo tengo mi foto @MarceTyS aunque también algo tapada pero me pongo con ud 🐜 url,0,1,0,0,0
281_Track2,RT @angelgcm: Malo que fuera joto jJajajajajajaja 😂👌 url &lt; Que triste. Que fuerte ver a un chiquito hablar así. :(,0,1,0,0,0
282_Track2,"Lo que tienes de hablador, los tienes de PUTO",0,1,0,0,0
283_Track2,@WeritaAraiza No me veo con unos pantalones atigresados!! Que jotos jajajaja,0,1,0,0,0
284_Track2,"@JesusLopcorCSL @ElCarlosRdz @RamonUz11 Falta y quieras a la gilbertona wey, inche maricon jajajajajaja url",0,1,0,0,0
285_Track2,Pinche grupito de puros putos no mmes,0,1,0,0,0
286_Track2,Me he vuelto muy marica con las películas de amor. Me odio.,0,1,0,0,0
287_Track2,@52lindaG Si🌚 me gusta la pelea. Jijiji vamos a darnos en la madre mariquita,0,1,0,0,0
288_Track2,"@Mario__TAG @freddier Nono. CURSO PROFESIONAL De Eco Drag Race Car. * Estudiantes por los millones, se crowdsourcea un nuevo Tesla *",0,0,0,0,1
289_Track2,"¿A dónde te vas a ir de vacaciones?
-Nueva York
-Las Vegas
-París
-Londres.
Todas las jotas clichés que no se saben otros destinos.",0,1,0,0,0
290_Track2,"@edgaromarel @SoyDonParty @XoloElvis @Claudiashein @lopezobrador_ Aparte de joto con delirio de persecución, si te fuera a secuestrar van en comiendo y camionetas no en un taxi acompañado de una niña. Chairo estupido.",0,1,0,0,0
291_Track2,@Eneberreache @carlosmaguey pos por marica,0,1,0,0,0
292_Track2,"@EstebanMqzG Que puto primero se burla de nuestro crack y luego llora cuando lo encaran 
#marica",0,1,0,0,0
293_Track2,"Por que hay puros PUTOS ahí ? 
Por que lloran como señoritas los hombres ? 
Son puros puñales ?  url",0,1,0,0,0
294_Track2,@DanielPolina21 marica,0,1,0,0,0
295_Track2,"Hay que promover una ley contra la propaganda homosexual, que condene la difusión de cualquier tipo de promoción de la homosexualidad dirigida a menores de edad con multas y penas de cárcel. url",0,1,0,0,0
296_Track2,"""Es que es url""

@sneeil 🙊😅😄",0,0,0,0,1
297_Track2,"@GlodeJo07 Puro pinché chairos y chairas huevonas que se pongan a chingarle y dejen de estar de mariquitas 
Por eso estamos como estamos por esta gente que no sirve para nada
A chingarle a trabajar y estudiar
Bola de bale madres como él gobierno chairo que tenemos encabezado por López 🤬💪",0,1,0,0,0
298_Track2,@Danielcp08 No llore joto jaja,0,1,0,0,0
299_Track2,"Cc que Jotos los hombres que usan ""Cc""",0,1,0,0,0
300_Track2,Tener todos los álbumes de Justin en iTunes no me convierte en gay verdad?,0,1,0,0,0
301_Track2,👏👏👏👏👏👏👏👏 pinche joto,0,1,0,0,0
302_Track2,@dparamooficial Te hablan @ejimenezalvarez &gt; puto!,0,1,0,0,0
303_Track2,Morirse en una clase de la escuela es pa' jotos,0,1,0,0,0
304_Track2,"@sergiotbh Yo no estoy en contra de los homosexuales, es más, tengo amigos. Mientras se queden ahí, con sus actividades ""peculiares"" y no se quieran casar o peor aun adoptar a niños inocentes, yo seguiré apoyando.",0,1,0,0,0
305_Track2,"🔥HOY vista la Tienda @Gravitymty
➡Calle Matamoros 917, Barrio Antiguo #Monterrey
📱8117168513

#guadalajara #jalisco #cdmx #mexico #saltillo #Jockstraps  #underwear #swimwear #gym #gdl #mty #jal #short #bañadores #bikinis #thongs #brief #gay #tshirts #underwear #ropa #playeras url",0,0,0,0,1
306_Track2,Hey joto estoy aquí afuera de tu privada @cesarvc94,0,1,0,0,0
307_Track2,"@mickemeda Aplica de cualquier modo, si muchos homosexuales michoacanos fueron a cedemex se desequilibró la balanza dejando una concentración anormal",0,1,0,0,0
308_Track2,@asfixiada tienes una sobrina lenchita desde chiquita o tenía hambre nada más?,1,0,0,0,0
309_Track2,"Mi Panda de Oro con el miembro de fuera. Lo quiero mucho, vaya cagada de Fox Sports rompiendo el tridente mágico para meter con calzador en las narraciones a la machorra.",1,0,0,0,0
310_Track2,@jesusEsc11 Callate joto,0,1,0,0,0
311_Track2,"-Mario es un puro maricon
-Ese puto maricon ya tiene disco de oro
TDFW 😎🤘🏼

-Ale🤘🏼 url",0,1,0,0,0
312_Track2,Pinche jota.,0,1,0,0,0
313_Track2,"Siempre los cariñitos me han parecido para maricones, y ahora hablo contigo en diminutivo, con nombres de url",0,1,0,0,0
314_Track2,"@cardonamex @antonio78391259 Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",0,1,0,0,0
315_Track2,"@vikh666 estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",0,1,0,0,0
316_Track2,"@TeamMovAzul Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",0,1,0,0,0
317_Track2,"En época de Hitler no se decía ""eres gay"" y, sí ""eres un joto"" al campo de concentración @UndiaParticular @EdithGonzalezMx @dgomezcasanova url",0,1,0,0,0
318_Track2,"@marianadurazom @CrisRivera22 No sean maricas, vamos a comprar otro mejor para empezar a escribir historias. 😊",0,1,0,0,0
319_Track2,@GeraLetipichia7 Huele a marica,0,1,0,0,0
320_Track2,"Lo siento, soy muy marica para el dolor )':",0,1,0,0,0
321_Track2,Pinche estupido marica wey quítate del aparato alv 😑,0,1,0,0,0
322_Track2,"@_LASNOTICIASMTY @Katerin Cavazos y el @jotoprieto Qué te puede decir este pendejo que viene 3 a 4 veces a Monterrey , engrandecido a jotos pendejos url",0,1,0,0,0
323_Track2,"Si ves un perro callejero  y a un gay mata primero al perro, el deber es primero y despues la diversion #ExterminenPerrosDeLaCalle",0,1,0,0,0
324_Track2,"Sabía que eran maricas, pero no tan descarado!!! 😂😂😂😂 url",0,1,0,0,0
325_Track2,JAJAJAJAJAJAJA MARICA DE MMMMMM url,0,1,0,0,0
326_Track2,"Señor @eliabito le sienta bien la televisión, debería ser conductor de tv, nomas hable con más huevos que se escucha como joto jajaja",0,1,0,0,0
327_Track2,@Tamedamus @atlasfc Las mariquitas les dicen ahora!!!,0,1,0,0,0
328_Track2,@Luis_AcaShore jajaja! Cállate que eres el menos indicado en hablar!!pero ya veo que eres un maricon que le encanta pelar con viejas,0,1,0,0,0
329_Track2,"Me acabo de enamorar de un hombre y resulta que es lesbiana, juay Diosito me haces esto to me?",1,0,0,1,0
330_Track2,@metik Pinche puto. Y seguramente se mete otras cosas,0,1,0,0,0
331_Track2,"¡No te tocaron, pinche maricon!",0,1,0,0,0
332_Track2,@agh_bo @Adal_gvc No lloren jotos,0,1,0,0,0
333_Track2,"LeBron es una diva, todo reclama, ojalá hubiera jugado contra los Pistons o Knicks para que viera que es madriza.

Mariquita el ""rey""",0,1,0,0,0
334_Track2,"En mi caso con:
- Closeteros
- Escorpio (son los peores tlj)
- Doctores
- Ni con niños ricos hijos de papi y mami url",0,1,0,0,0
335_Track2,"@Psaramanuela2 @palopalitom Visaje el suyo marica, ya sé ve peor que ya sabemos quien ...",0,1,0,0,0
336_Track2,Puto viejo joto alvvvvvvv pícate el culo con tu punto formato a3 y las vergas esas de ishikawa me la pelan alv pendejo metete el 6 por la verga alvvvvvvvvv,0,1,0,0,0
337_Track2,@Fer_Gay Tienes más entradas que la defensa del América (la cuando se empiece a quedar pelón),0,0,0,0,1
338_Track2,"Mariquita mariquita, como niña siempre gritas",0,1,0,0,0
339_Track2,Comprar ropa de mujer aunque parezca de hombre te hace gay? Sean serios,0,1,0,0,0
340_Track2,"@Zangavii @Zangavii será gay solo así se entiende su accionar de por sí tienen fama de maricones, no piensa le gana la emoción",0,1,0,0,0
341_Track2,Puro joto va a la escuela hoy,0,1,0,0,0
342_Track2,@Csalcedojr con ese color de cabello parece travesti de la merced! Jajajajaja @TigresOficial url,0,0,0,1,0
343_Track2,Tantos tatuajes y yo taaaaan pobre y marica al dolor 😖,0,1,0,0,1
344_Track2,"Hasta eso los hombres gays como que son mas estéticos y refinados, las lesbianas machines no url ya, saludos a la comunidad LGBT.",1,1,0,0,0
345_Track2,ME URGE DECIRLE A UNA MUJER TRANS QUE ES HOMBRE Y QUE SU PRÓSTATA url,0,0,0,1,0
346_Track2,Paco maricón QL url,0,1,0,0,0
347_Track2,Homosexuales de agarran a puñaladas? El chiste se cuenta sóurl url,0,1,0,0,0
348_Track2,"@BullyingFutbol listo , entonces te envio donde sea maricon.",0,1,0,0,0
349_Track2,Ya tiene cara  el maricon cobarde pocos huevos @AccionNacional  UAEM url,0,1,0,0,0
350_Track2,@Gerard_Zarate Quien va a querer ser una loca amanerada?,0,1,0,0,1
351_Track2,"Que mamada eh !
Seguramente todos los que irán a esa pendeja marcha , son mas closeteros que nada! #MarchaPorLaFamilia",0,1,0,0,1
352_Track2,Para qué ser una jotita discreta si puedes ser hetero-moderna.,0,1,0,0,0
353_Track2,"@ErikaAraujo1 @Reporte98_5 en contra, debe ser papá y mamá, más no gay y gay. Saludos desde el sur del df. Tráfico fluido el sabueso dl Sur",0,1,0,0,0
354_Track2,"@HadaLizy @CervezaTecate @tecate no hay broncas, usemos mujeres Trans peluqueras para hablar de orientación sexual. Educación nula.",0,0,0,1,0
355_Track2,@rdz_roberto @donrober_ nosotros si sabemos. Perder marica,0,1,0,0,0
356_Track2,"Que asco mi vida santa
Que asco corazón santo. 
mi TL está lleno de jotos haciendo ejercicio
POOOOOOOOOOG",0,1,0,0,0
357_Track2,Con Argentina se chingan pinches holandeses maricones hijos de su PTM!!!!,0,1,0,0,0
358_Track2,@AlbertooCervera jjajajaja homosexual,0,1,0,0,0
359_Track2,"@L_Hirieo Otro
-  feministas tradicionales: ""la imagen de la mujer es cosificada para el hombre""... mujeres trans: ""quiero ser re sexy (cirugías mil)""",0,0,0,1,0
360_Track2,Había conocido gays y a ti 🤢.,0,1,0,0,0
361_Track2,@DanielGCalderon te cortaste el pelo marica ?,0,1,0,0,0
362_Track2,Jajajajaja me voy enterando que la alcoholica closetera me acaba de decir “BORRACHO” y que le tiraba la onda a los ejecutivos de @ImagenTVMex 😂😂😂😂 anda ardida esa mujer!!,1,0,0,0,0
363_Track2,Nos cooperamos para hacerle una restauración? A ese @clarketo ? Pero de culo que seguro es lo que busca arreglarse el closetero del clark. Su bautizo fue de 🥛 que se acuerde y regresa al buen camino 😂😂😂😂 url,0,1,0,0,0
364_Track2,"Un slam como en el rocodromo, culos toodos, miedosos, maricas.",0,1,0,0,0
365_Track2,Anoche no me desmaquille y hoy paresco travesti,0,0,0,1,0
366_Track2,"Nosotros los rockeros: pinches BTS son bien puros. 

Nosotros los rockeros tambien: calmateeee cabron, Freddy Mercury no era url Era su Putisima majestad.",0,1,0,0,0
367_Track2,@Pierre_C97 @vEdgar45 @pptnlk @MonchePepe @InvictosSomos Si la verdad se ve muy joto ese!!! 🙈🙄🤣,0,1,0,0,0
368_Track2,@MaestroDoria Ese nombre suena a transexual jajaja,0,0,0,1,0
369_Track2,"@AlanThePrince @n_eslaquit usted, joto xdd",0,1,0,0,0
370_Track2,@AleRayado Ya vas a empezar marica.,0,1,0,0,0
371_Track2,"Es feo que a esa altura quieran taparle el ojo al macho y seguir de closeteros, neta a los dos se les veía el precio y pues ojalá y el despechado haya mandado a la verga al closetero o bi o quizá solo era culero.",0,1,1,0,0
372_Track2,MARICA! ✊👊,0,1,0,0,0
373_Track2,"Lamentable que mis seguidores hombres, sean tan homosexuales. url",0,1,0,0,0
374_Track2,"—Le aplicaremos una prueba de alcoholímetro, ¿Ha bebido hoy?
—Una capuchino moca y un Nestea frío.
—Ok, la multa es de $2,800 por maricón.",0,1,0,0,0
375_Track2,"¿Por qué hay tantos homosexuales y lenchas en la carrera de QFB, aquí en la UAM? ¡¿PINCHES POR QUÉ?! 😵",1,1,0,0,0
376_Track2,@ivnuevo @noser2226 Osea sí eres marica?,0,1,0,0,0
377_Track2,"La verdad Ricky es el mejor amigo hombre que todos deberían tener, yo lo quiero mucho. (Que bueno que no tiene Twitter porque luego me da un putazo por joto) ♥️",0,1,0,0,0
378_Track2,"@celsoeibarra Aaaayy no,o sea si debe estar chida la actuación de este hombre pero no, ya me tienen hasta keke los trans",0,0,0,1,0
379_Track2,"@ExatlonMx @Antonio_Rosique Por mariquita, un capitán y campeón mundial, no se comporta así, Puyol le podría enseñar modales",0,1,0,0,0
380_Track2,"@fabian23ramos @DarachKMarti @FranPHolland Mi opinión del tema de actores/actrices trans es:
Cero broncas con que una persona Cis haga el papel de una persona trans pero entonces que dejen de joder y le den papeles Cis a gente trans (la inversa).",0,0,0,0,1
381_Track2,@Cruz_Azul_FC ¡cómo me caga que siempre que hay ventaja se convierten en unos putos maricones y ahí es donde nos friegan carajo!,0,1,0,0,0
382_Track2,@Luisa_Vox Este tipejo es homosexual. Se odia èl mismo.,0,1,0,0,0
383_Track2,@ElPulpomo @EVIDEGARAY @jrsestaca y le va a regalar un tradicional chorizouw a su hermano Marica,0,1,0,0,0
384_Track2,"@Dana_Corres @ytzmaya @sof_j @laura_lecuona @la_go_mess Hmmm te entiendo. Reconocer diferencias implica luchar por terceros.

Solo, ¿como no aplica esto con mujeres indígenas? O trans-nacionales?

Ahora, como yo lo veo -digamos que desde lo personal- yo me estoy sumando a tu lucha. No negándola.",0,0,0,0,1
385_Track2,los fifas cuando vean a mucho joto en el estadio del superbowl para ver a Rihanna url,0,1,0,0,0
386_Track2,"Me considero open mind, pero tengo mis límites, conocí a un tipo que dice ser no binario/queer, usa bigote y barba, usa tacones , botas de prosti, ropa de niñas, en verdad raya en lo ridículo, me causa intriga qué pasará por la mente de esas personas. 🤔",0,0,0,0,1
387_Track2,Que pena que el mejor performance sea de unas vestidas. Que malos premios #VMAs,0,0,0,1,0
388_Track2,@Ivanecia_ Se volvió transgénico y transgenero y ahora tuitea con el arroba de Lizmenita,0,0,0,1,0
389_Track2,@RealMaroSilva no hay nada que me de mas disgusto que ver a una persona Trans que pasa escondiendo ser Trans. Como si .. Que.,0,0,0,1,0
390_Track2,@thalia por que me bloqueaste de #Instagram acaso te dolió lo que dije de tus thalifan la lencha esa?? Respondeme,1,0,0,0,0
391_Track2,Pinche morro meco traes un Mazda y te estacionas en doble espacio para que no te lo rayen 😂 ni que fuera Ferrari joto,0,1,0,0,0
392_Track2,"Puto: check
Joto: check
Maricón: check

El problema es suyo, no nuestro.",0,1,0,0,0
393_Track2,Me toco un gay en Uber☹️,0,1,0,0,0
394_Track2,O ya mejor me hago puto,0,1,0,0,0
395_Track2,"Mi Compa es bien marica, pero está curado el vato. 😂😂",0,1,0,0,0
396_Track2,@ASCUNMX @Jackskinripper @rivero_vic Que url ando url si no url ( como buenos putos que son) no url,0,1,0,0,0
397_Track2,Pinche joto chismoso,0,1,0,0,0
398_Track2,Pinche joto!!!!,0,1,0,0,0
399_Track2,"@ManzanoDante @gilelihu Ese mariconcito todo rayado es el que dice que al Presidente lo apaleen? Chales, seguro no sale de antros gay, para después simular heterosexualidad. Sin bronca por lo LGBTTI, comunidad muy respetable, pero desde China y con neblina se le nota lo maricón, lo cobarde y lo alienado",0,1,0,0,0
400_Track2,"@Caarloosgzz Quibole puto, eee peda el fin sbs tqm bye",0,1,0,0,0
401_Track2,@Andres71885443 @SancadillaNorte @lahinchadamx Con todas las historias que los rayados le han inventado a sinergia ya hubieran escrito un libro más famoso que las mil y una noches!! Lamentable!! Pero bueno se entiende si su líder es el jotito del sabalero 🤷🏻‍♂️,0,1,0,0,0
402_Track2,Yo le hacia el cambio de sexo gratis a #Daniel por maldito joto cobarde #YoNoCreoEnLosHombres,0,1,0,0,0
403_Track2,"""@AlmaCulera: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",0,1,0,0,0
404_Track2,"Que difícil ver s los jóvenes de 15 y 17 años, muchos aun buscan su identidad y pasan por diversas etapas, chaka-emo-hipster-bisexual",0,0,1,0,0
405_Track2,@leftkist @realAnthonyUSA Si fueras hombre te agarro a madrazos @realAnthonyUSA . Así que mejor te madreo a puras cachetadas. #puñal,0,1,0,0,0
406_Track2,"No puedes nacer homosexual, es una mentira.",0,1,0,0,0
407_Track2,@migangelgarzam Así es de joto.,0,1,0,0,0
408_Track2,@Maggie_Glez1 El pedo es que te salga un esposo transexual y ps ahí cambia todo.,0,0,0,1,0
409_Track2,@Enea_Salgado @VelascoM_ Veeeerga y hay quien cree eso? Que este idiota maricon hizo algo bueno por Chiapas? Digo además de AMLO y sus 30 millones de idiotas,0,1,0,0,0
410_Track2,Macho alfa que se respeta no se anda con esas mamadas de usar guantes para entrenar. Pinches afeminados con los huevos de adorno pendejos.,0,1,0,0,0
411_Track2,Después de esperar tanto el tenis ahora tiene uno que oír las estupideces y comentarios innecesarios además de su voz de joto de @JoseLuisClerc #TENISxESPN #USOpen2020,0,1,0,0,0
412_Track2,Kpx con mi voz de trans. 🔫🔫,0,0,0,1,0
413_Track2,Esos gays apenas no les puedes decir algo y ya piensan que quieres sexo Jajajaja 😂,0,1,0,0,0
414_Track2,@Faitelson_ESPN Puto gordito ! Eres de moral distraída . Satanizando a ReNalgon Ibarra,0,1,0,0,0
415_Track2,Cc peleaban con Rugal y ponían a Roberto Carlos de delantero así o más putito el chamaco.,0,1,0,0,0
416_Track2,"@teffyantonelita cada que alguien te discrimine, lencha, piensa que tú igual discriminas a todas las mujeres Trans que no veas ""ok"" TOMA TRH",1,0,0,1,0
417_Track2,Ta muy jota la foto vdd?,0,1,0,0,0
418_Track2,"¿No también hay que respetar el hecho de alguien repudie a homosexuales/afroamericanos/etc? Digo, hay quien gusta de vivir odiando cosas.",0,1,0,0,1
419_Track2,@ramidrink83 Al menos no es pa jotos amigo,0,1,0,0,0
420_Track2,"El mejor modo de confesar algo horrible es decir “OIGAN TODES” seguido por algo así pero deleznable.

Y bien que pueden decir donde enterraron a JFK y a Colosio luego de su parrandón homosexual. La gente solo va a leer y no superar el “todes”. url",0,1,0,0,0
421_Track2,"Jotos, respétense tantito. No jodan. url",0,1,0,0,0
422_Track2,"@Stevenneira La triste retórica de las personas homosexuales victimizándose. Como bien dice Steven, ni son de otra especie ni se les ha negado nunca algún derecho. Pero se quieren adjudicar pseudoderechos en contra del bien y sentido común.",0,1,0,0,0
423_Track2,"@SimonJCCor Pobrecito..
No se le cayeron los lentes al mariquita. ?",0,1,0,0,0
424_Track2,"@HebbWS Seh, la lista es SÚPER larga. Es solo que en entretenimiento te topas con gente gay en todas las esquinas que se escudan en closet",0,1,0,0,0
425_Track2,"Una de las cosas más vale verga y jotas del mundo es decirle #tipa a una mujer. Mejor dile #puta, suena menos mal. Si lo haces, homie: url",0,1,0,0,1
426_Track2,Me caga que los jotos se hagan los que url,0,1,0,0,0
427_Track2,Goooooooool gooooool!!!! Rayado maricon!!!!,0,1,0,0,0
428_Track2,"Los rumores son ciertos; los maricas la chupan mejor que las mismas url #NadieMeLoContoYoLoVi url""",0,1,0,0,0
429_Track2,Comprobado. SER TRANS ES EFECTO SECUNDARIO DE LA CLONACIÓN. url,0,0,0,1,0
430_Track2,@Carlos_Riveero @dyra_nicole aiii el puto y sus mayates jaja asta ke no la violen en campeche,0,1,0,0,0
431_Track2,Ttu te estas tirando a ese trol bizco y sifilitico y yo soy la loca jajajajjajajaj,0,0,0,0,1
432_Track2,“@stevenulloa1: @piko_glez  o para mayates jajaja :) como tu comprenderas jaja” jaja como tulipán jajaja,0,1,0,0,0
433_Track2,@RicardoPD21 Eres marica,0,1,0,0,0
